"Slider.v1.0.13","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@1:0","I have spots for the Shield Generator and a Gem they would have created.","방어막 생성기와 그분들이 만들었을 보석을 위한 자리를 준비했어요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@1:1","If they lived!","만약 그분들이 살아있었다면 말이죠!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:0","Behold! The Fire gem. (Don't touch it.)","보세요! 이게 불의 보석입니다. 만지지는 마시구요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:1","It was created by the short wizard after he won the duel!","꼬맹이 마법사가 결투에서 승리한 후 만들었대요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:2","The only rope I have is the perfect size for it!","제가 가진 유일한 로프에 딱 맞는 크기예요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:0","Behold! The Lightning gem. (Don't touch it)","보세요! 이게 번개의 보석입니다. 만지지는 마시구요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:1","It was created by the lightning wizard after he won the duel!","번개 마법사가 결투에서 승리한 후 만들었대요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:2","The only rope I have is the perfect size for it!","제가 가진 유일한 로프에 딱 맞는 크기예요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@4:0","Hey! Where are you taking that?!","저기! 그걸 어디로 가져가는 거야?!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:0","Tall and small, joining powers! Who would have thought?","그 두분이 힘을 합치다니! 누가 상상이나 했겠어요?",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:1","In fact, the gem the made is so big I can't even rope it off!","사실, 그들이 만든 보석이 너무 커서 로프로 둘러싸지도 못하겠어요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:2","Anyways, it's brought in more visitors. Take this as thanks.","어쨌든, 더 많은 방문객들이 찾아오고 있어요. 감사의 표시로 이걸 받으세요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:0","Tall and small, joining powers! Who would have thought?","그 두분이 힘을 합치다니! 누가 상상이나 했겠어요?",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:1","In fact, the gem the made is so big I can't even rope it off!","사실, 그들이 만든 보석이 너무 커서 로프로 둘러싸지도 못하겠어요!",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:2","Anyways, it's brought in more visitors. Take this as thanks.","어쨌든, 더 많은 방문객들이 찾아오고 있어요. 감사의 표시로 이걸 받으세요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@7:0","Business is booming.","사업이 번창하고 있어요.",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@8:0","Hey, where'd the gem go?","어라? 지금 보석이 어디로 갔죠...?",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@8:1","I knew I should've bought insurance.","미리 보험을 들었어야 했는데 말이에요.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@0:0","I pray whoever took the Burger enjoys it wholeheartedly... for my enjoyment comes from creation, not consumption.","누가 햄버거를 가져갔든 온 마음으로 즐기길 바래... 내 즐거움은 먹는 게 아니라 만드는 데서 오니까.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@1:0","Hear thee, hear thee! I introduce to you... the Burger! Allow me to show you its juicy deliciousness!","들어보시죠, 여러분! 여러분께 소개합니다... 햄버거를! 이 육즙 가득한 맛을 보여드리지요!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@1:1","I'm sure this invention will go down in the history books.","이 발명품은 역사책에 남을 거야, 틀림없어.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@2:0","Wait, where are you going with that? Oh my days, someone help me!","잠깐, 그거 어디로 가져가는 거야? 세상에, 누가 좀 도와줘!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@2:1","Well... you look like you need it more than me... you can have it.","음... 네가 나보다 더 필요해 보이는군... 가져가.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@3:0","Wait, that's not my burger. What is that?","잠깐, 그건 내 햄버거가 아닌데. 그게 뭐지?",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@4:0","Back to the kitchen for me, I suppose.","다시 부엌으로 돌아가야겠군.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@5:0","You glutton! You need not 2 burgers!!","이 돼지 같으니! 당신 햄버거 두 개나 필요 없잖아!!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:0","My castle has gone missing! Good heavens what sorcery is this?","내 성이 사라졌어! 이런 세상에, 이게 무슨 마법이지?",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:1","Ahhh! Where did all those mushrooms come from? Did I botch the spell that badly?","아아! 이 버섯들은 다 어디서 나온 거지? 내가 어제 마법 주문 실수를 그렇게 심하게 했던가?",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:2","Broken bridge, dissapearing castle, mushrooms everywhere, oh is there no end to this madness?","무너진 다리, 사라진 내 성, 사방팔방에 끔찍한 버섯들까지... 오, 악몽에서 깨어나고 싶군...",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@1:0","I sense something. Is that.. the castle? Could it be?","방금 뭔가를 느낀 것 같은데. 저게... 성인가? 그럴 수가 있나?",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@1:1","But these stupid fungi are still in my way. ","하지만 이 멍청한 버섯들이 여전히 길을 막고 있어.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:0","Aha! I knew my castle was nearby","아하! 내 성이 근처에 있군",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:1","But I can't fix the bridge. There's still... mushrooms in the way","하지만 다리를 고칠 수가 없어. 아직도... 버섯들이 방해하고 있어",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:2","It's like they're... sucking away my power. What foul and heinous creations!","마치 그것들이... 내 힘을 빨아들이는 것 같아. 이 더럽고 악랄한 피조물들!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@3:0","The mushrooms are gone! Gone at last!","버섯들이 사라졌어! 드디어 사라졌다고!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@3:1","But... my castle. Oh where has my castle gone?","하지만... 내 성. 오, 내 성은 어디로 간 거지?",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:0","My castle! My beautiful, mushroomless castle!","내 성! 내 아름답고, 버섯 없는 성!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:1","Oh what a wonderful day this is! My power has returned at last!","오 얼마나 멋진 날인가! 내 힘이 마침내 돌아왔어!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:2","One bridge made, coated with anti-shroomness...one less black market for me.","버섯 방지 코팅을 칠한 다리 하나 만들었고... 암시장 하나가 줄어들었군.",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@5:0","Sweet, sweet home.","아늑하고 편안한 내 집...",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@6:0","No... just a bit longer, please!","안 돼... 제발, 조금만 더!",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@7:0","I don't want to leave!!!!!!!!","떠나고 싶지 않아!!!!!!!!",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@1:0","You're a legend alright.","자넨 정말 전설이야.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@1:1","Say hi to <var>Cat</var> for me.","<var>Cat</var>한테 인사 전해주게.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@0:0","I would KILL for a second burger right now. I'm so hungry...","두 번째 햄버거를 위해서라면 무슨 짓이라도 할 수 있어. 너무 배고파...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@0:1","Speaking of, I heard the very first burger was created and eaten at this very spot!","그러고 보니, 최초의 햄버거가 바로 이 자리에서 만들어지고 먹혔다고 들었어!",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@1:0","Wait... what happened to my burger?","잠깐... 내 햄버거가 어디 갔지?",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@1:1","So... hungry...","너무... 배고파...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@2:0","Oh my delicousness, I will never let you go again!","오, 맛있는 내 햄버거, 다시는 너를 놓치지 않을 거야!",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@2:1","But... I wouldn't a second burger... yes a second burger would be amazing.","하지만... 두 번째 햄버거도 나쁘지 않겠어... 그래, 두 번째 햄버거도 있으면 정말 좋겠다.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@3:0","It seems as though this is some sort of... magical burger. It looks a little old, but it will do.","이건 뭔가... 마법의 햄버거 같아. 좀 오래돼 보이긴 하지만 괜찮아.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@3:1","But even a magic burger is just a burger. What I would do for a second burger, magical or not...","하지만 마법의 햄버거라도 그냥 햄버거일 뿐이야. 마법이든 아니든 두 번째 햄버거가 있다면 뭐든 할 수 있을 텐데...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@4:0","Hey! Where are you taking my burger!","어이! 내 햄버거를 어디로 가져가는 거야!",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@5:0","Is that burger... glowing?","저 햄버거... 빛나고 있어?",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:0","Two burgers? Just for me? ","햄버거 두 개? 나를 위해?",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:1","However, wherever, whenever this is possible, thank you chap.","언제, 어디서, 어떻게 이런 게 가능해진 건지 모르겠지만, 고마워 친구.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:2","Take some contraband I found on the job.","일하면서 찾은 골동품 좀 가져가.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@7:0","So.... full...","너무... 배불러...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@7:1","Yummy hammburbgeres","맛있는 햄머버거...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@8:0","I'm getting kind of hungry again.","또 배가 좀 고파지는데.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@8:1","Do you think they'd ever let me have a third hamburger?","세 번째 햄버거도 먹을 수 있을까?",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@1:0","War's over kiddo. We won.","전쟁은 끝났다, 젊은이. 우리가 이겼어.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@1:1","Now go up there and show those misfits what we're made of!","이제 올라가서 저 버러지들에게 우리가 어떤 존재인지 보여주게!",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Kevin@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Kevin@1:0","Fixed the whole world, huh? That's a whole lotta untangling.","세상을 다 고쳤다고? 엄청나게 복잡한 걸 풀어냈구나.",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Pierre@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Pierre@1:0","Thanks for everything!","다들 수고했어!",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@0:0","Hail there! Always nice to see visitors to our splendid fortress!","안녕하세요! 저희 멋진 요새를 찾아주셔서 반갑습니다!",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@0:1","Unfortunately, we can't welcome any tourists because our bridge is broken!","안타깝게도 다리가 부서져서 관광객들을 맞이할 수가 없네요!",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@1:0","Oh my! Our bridge is fixed!","오 이런! 우리 다리가 고쳐졌어요!",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@1:1","I thought I would be stuck here all day.","하루 종일 여기 갇혀 있을 줄 알았는데요.",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@2:0","Oh, the woes of mortal living!","아, 이 필멸자의 삶이 얼마나 괴로운지!",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@0:0","This one can can only be exploded from the bottom.","이건 아래쪽에서만 폭발시킬 수 있어.",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@0:1","Safety restrictions and all that.","안전 규정 때문에 그래.",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@1:0","Nice work!","잘했어!",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@2:0","Thanks for helping rig all these explosives, it's heavy work.","이 많은 폭발물들 설치하는거 도와줘서 고마워, 힘들었거든.",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@0:0","We both know what's happening let's just speed this up.","우리 둘 다 무슨 일이 일어나고 있는지 알잖아, 서두르자고.",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@0:1"," ...","...",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@1:0","I'm over it.","다 끝났군.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@1:0","You're going to space? That's so *sob* cool!","우주에 간다고요? 너무... 흐흑... 멋져요...!",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@1:1","I hope that rocket can go up *and* down.","저 로켓이 잘 올라간 다음... 꼭 내려왔으면 좋겠어...",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:0","Honey... they said you were going to space???","자기... 지금 우주에 간다고 했어???",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:1","Oh goodness... bring <var>Cat</var> back safely!!","세상에... <var>Cat</var> 꼭 안전하게 데려와야 해!!",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:2","Oh! And stay safe too!","아! 그리고 자기도 조심해야 하고!",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@1:0","Seems like you've had quite the time travel experience.","시간 여행 꽤나 재밌게 하고 왔나 보네.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@1:1","You're welcome for the preperation. Heh.","오우, 준비 해줘서 고맙구만.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintError:0","Something went wrong!","Something went wrong!",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber2:0","1 barrel left! It should be behind the rocket.","기름 통 딱 하나만 더 있으면 돼요! 로켓 뒤에 있을 거예요..",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber3:0","1 barrel left! It should be on a rock in the past.","기름 통 딱 하나만 더 있으면 돼요! 아마 과거 어딘가의 바위 틈 사이에 있을 거예요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber4:0","1 barrel left! It should be on a rock in the present.","기름 통 딱 하나만 더 있으면 돼요! 아마 현재 어딘가의 바위 틈 사이에 있을 거예요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Rocket Pan Dolly/DollyCanvas/Skip Prompt/Skip Prompt Text","Skip","건너뛰기",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Rocket Pan Dolly@Default:0","Skip","건너뛰기",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:0","Hey there future astronaut. The rocket's almost ready! Just need some backup fuel in case that gem stuff fails.","안녕하세요, 미래의 우주비행사님. 로켓이 거의 준비됐어요! 그 보석 연료가 실패할 경우를 대비해 예비 연료만 있으면 돼요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:1","I think 4 barrels of oil will be enough of a reserve fuel supply.","기름 통 4개면 예비 연료로 충분할 것 같아요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:2","I still need 4 barrels of oil to dri -- use as emergency reserves.","아직 기름 통 4개가 필요해요. 운-- 비상용으로 쓸 거예요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@1:0","Great! I still need 3 oil barrels.","좋아요! 아직 기름 통 3개가 더 필요해요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@2:0","Great! I still need 2 oil barrels.","좋아요! 아직 기름 통 2개가 더 필요해요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@3:0","<var>MagiTechOilHint</var>","<var>MagiTechOilHint</var>",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:0","The rocket is almost ready! We need backup fuel in case that gem stuff fails.","로켓이 거의 준비됐어요! 그 보석 연료가 실패할 경우를 대비해 예비 연료가 필요해요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:1","I think 4 barrels of oil will be enough of a reserve fuel supply.","기름 통 4개면 예비 연료로 충분할 것 같아요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:2","Wait. You found them all already?","잠깐. 벌써 다 찾으셨나요?",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:3","Thanks a ton! Now to find some lime and simple syrup. 
Anyways here's a Slider piece as thanks.","정말 감사해요! 이제 라임과 심플 시럽을 찾아야겠네요. 
그리고 여기 감사의 표시로 슬라이더 조각이에요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@5:0","Thanks a ton! I'll make sure she's ready for you to ride in.","정말 감사해요! 타실 수 있게 준비해 놓을게요.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@6:0","Go on, you've worked so hard for this!","자, 이걸 위해 열심히 노력하셨잖아요!",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:0","According to my calculations, you have saved us.","제 계산에 따르면, 귀하께서 저희를 구하셨습니다.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:1","I am expressing gratitude. Please accept it.","감사의 마음을 표현하고 있습니다. 수락해 주시기 바랍니다.",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:2","You are making this awkward.","귀하께서 이 상황을 어색하게 만들고 계십니다.",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:0","Wait, are those my brother's sunglasses? How'd you even get them?","잠깐, 그거 내 동생 선글라스 아냐? 어떻게 구한 거야?",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:1","How about you take mine and return his? Those were our father's favorite pair.","내 걸 가져가고 그건 돌려줄래? 그거 우리 아버지가 가장 좋아하시던 거라서.",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:2","I was trying to open up a portal to reach him, but I wasn't able to.","동생한테 닿기 위해 포탈을 열려고 했는데, 못 했어.",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:3","Can you bring me to the northwest quadrent? That's where the portal was.","북서쪽으로 날 데려다 줄 수 있어? 포탈이 있던 곳이야.",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:0","Alright, here goes nothing","좋아, 해보자",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:1","Alright, here goes nothing","좋아, 해보자",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:2","Hazzah!","야호!",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@2:0","Let me know if he's okay, okay?","걔가 괜찮은지 알려줘, 알겠지?",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@3:0","Thank goodness he's safe. Keep the sunglasses and take this gem I found as a reward.","그 녀석이 안전하다니 다행히네. 선글라스는 가지고 있고 내가 찾은 이 보석을 보답으로 줄게.",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@4:0","Now how do I close a portal?","이제 포탈을 어떻게 닫지?",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Robot Calculator@0:0","Beep Boop!","삐삐삐!",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Sara@0:0","Oh hey! Good to see you again.","오, 안녕! 다시 만나서 반가워.",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Sara@0:1","Now, what were the dimensions of the crystal machine..?","근데, 크리스탈 기계의 크기가 어느 정도였어...?",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@0:0","Welcome to TechVault! Our pattented design is ultra-secure and future proof!","테크볼트사에 오신 것을 환영합니다! 저희의 특허 받은 디자인은 초고도의 보안성과 미래 지향성을 자랑합니다!",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@0:1","We travel back in time to build your vault, then break the access lever! Hah! Try getting inside now.","저희는 시간을 거슬러 가서 귀하의 금고를 만들고, 그 다음 접근 레버를 부숴버립니다! 하하! 이제 한번 들어가 보세요.",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@1:0","Hmm... looks like we have some security concerns.","흠... 저희 보안에 약간의 문제가 있는 것 같네요.",
"Map/EightPuzzle/MagitechSTile (8) Past/All Tile Maps/House Tile Maps/Decorations/House4/Gem Wizard Sign@0:0","todo write lore here","여기에 배경 이야기를 작성할 것",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@0:0","Woah... I hope I can be wizard.","우와... 마법사가 될 수 있으면 좋겠어.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@1:0","Woah... with robots?!","와... 로봇이랑!?!",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@1:1","What's a robot?","근데 로봇이 뭐야?",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@0:0","Sometimes I wonder if we deserve magic.","가끔 우리가 마법을 사용할 자격이 있는지 궁금해.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@0:1","Our village was the first to acquire it even though it didn't originate from here.","우리 마을에서 마법이 탄생한건 아니었지만 제일 먼저 얻게 된건 우리거든.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@1:0","Of course, Fezziwig! We know how hard you've worked in this time.","물론이지, 페지위그! 네가 그 동안 얼마나 열심히 노력했는지 우리가 다 알지.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@1:1","One can't even imagine what you've done in the future already!","먼 미래의 사람들은 네가 무슨 일을 해냈는지 상상도 할 수 없을 거야!",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@0:0","Did you hear? Mommy said there was a wizard duel!","들었어? 우리 엄마가 그러는데 대마법사 결투가 있었대! ",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@0:1","It was a tie though.","근데 비겼대.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@1:0","Kaboom!!!","콰쾅!!!",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Loving Wife@0:0","My husband's a wizard! I'm so proud of him, though it doesn't always pay the bills...","우리 남편이 마법사야! 정말 자랑스러워. 비록 돈은 못 벌지만...",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Loving Wife@1:0","Oh my...","오 이런...",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@0:0","I went to the burger unveiling, but some ruffian stole it! That dastardly criminal should pay for his crimes. ","햄버거 공개 행사에 갔는데, 어떤 나쁜 놈이 그걸 훔쳐갔어! 그 비열한 도둑놈은 죗값을 치러야 해.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@1:0","If that's how it is, then I accept.","그렇다면, 난 받아들이겠어.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@1:1","I'll have to pay my respects and pack up while I can.","할 수 있을 때 인사드리고 짐을 싸야겠네.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:0","What makes the world spin..? Money!","세상을 돌아가게 하는 건 뭘까..? 돈이지!",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:1","You want my magic gem? One of my most prized possessions... You have it for a price...","내 마법 보석을 원해? 내가 제일 아끼는 물건 중 하나인데... 값을 치르면 가질 수 있어...",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:2","Of <wavy>$1,000,000!</wavy> Good luck coming up with that money, chump!","가격은 <wavy>100만 달러</wavy>야! 그 돈을 구해올 수 있다면 말이지, 멍청아!",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@1:0","Some wizards say you shall not pass. But money is money.","어떤 마법사는 '넌 지나갈 수 없다!' 라고 막아서지. 그치만 난 돈이면 된다고.",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@2:0","What? NOOoo...","뭐? 안돼에에...",
