"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/Village 8Puzzle/STile (7)/Objects/Nemsy@2:2","Those scientists must be quite heated right now...","_ho_Those scientists must be quite heated right now..._ho_",
"Map/Village 8Puzzle/STile (7)/Objects/Nemsy@3:0","Did you hear? There's fighting at the Flats down east apparently.","_ho_Did you hear? There's fighting at the Flats down east apparently._ho_",
"Map/Village 8Puzzle/STile (7)/Objects/Nemsy@3:1","Like, I've heard rumors of the military being deployed there!","_ho_Like, I've heard rumors of the military being deployed there!_ho_",
"Map/Village 8Puzzle/STile (7)/Objects/Nemsy@3:2","I wonder if they're the ones behind all this... or whoever they're fighting.","_ho_I wonder if they're the ones behind all this... or whoever they're fighting._ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@0:0","Out of my way! Do you know who you're talking to?","_ho_Out of my way! Do you know who you're talking to?_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@0:1","I… am Chad! And the credit for returning this fragment is mine!","_ho_I… am Chad! And the credit for returning this fragment is mine!_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@0:2","Up here, short stuff. Ha! You can't even jump.","_ho_Up here, short stuff. Ha! You can't even jump._ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@0:3","What are you gonna do? Gonna cry?","_ho_What are you gonna do? Gonna cry?_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@0:4","Nothing can bring me down!","_ho_Nothing can bring me down!_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@1:0","Woah, what's shaking?","_ho_Woah, what's shaking?_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@2:0","My neck! My back! How will I get this to the archeologist now?","_ho_My neck! My back! How will I get this to the archeologist now?_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@2:1","You better not take my credit. I worked hard to become a Research Assistant.","_ho_You better not take my credit. I worked hard to become a Research Assistant._ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@3:0","What? How dare you take my credit?!","_ho_What? How dare you take my credit?!_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@4:0","You won't beat me again, explorer. Chad never loses twice in a row!","_ho_You won't beat me again, explorer. Chad never loses twice in a row!_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@5:0","You won't beat me again, explorer. Chad never loses twice in a row!","_ho_You won't beat me again, explorer. Chad never loses twice in a row!_ho_",
"Map/Village 8Puzzle/STile (8)/Objects/Chad@6:0","...","_ho_..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@0:0","Ah, I can finally get back to baking... and...","_ho_Ah, I can finally get back to baking... and..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@0:1","Hunting for all nine of the rarest Breadge... and...","_ho_Hunting for all nine of the rarest Breadge... and..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@0:2","Looking for The Legendary Burger!","_ho_Looking for The Legendary Burger!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@1:0","Woah! You got a piece of Breadge?!","_ho_Woah! You got a piece of Breadge?!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@1:1","Rumor says that combining all nine can make something to rival the taste of The Legendary Burger.","_ho_Rumor says that combining all nine can make something to rival the taste of The Legendary Burger._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@1:2","Good luck on your quest, sous-chef!","_ho_Good luck on your quest, sous-chef!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@2:0","WoAH! ALL NINE PIECES!!","_ho_WoAH! ALL NINE PIECES!!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Boulangerie/Carlton@2:1","Maybe you were The Legendary Burger the whole time...","_ho_Maybe you were The Legendary Burger the whole time..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:0","Goodness, hello! The folks here call me Cathy.","_ho_Goodness, hello! The folks here call me Cathy._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:1","I have a bit of a connection with pets.","_ho_I have a bit of a connection with pets._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:2","Your cat? <var>Cat</var>..? Let me try and sense where they are.","_ho_Your cat? <var>Cat</var>..? Let me try and sense where they are._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:3","Somewhere... to the East... beyond the Ocean...","_ho_Somewhere... to the East... beyond the Ocean..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:4","It feels like there are a number of people around <var>Cat</var>. They're being brought somewhere?","_ho_It feels like there are a number of people around <var>Cat</var>. They're being brought somewhere?_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:5","They're being stuffed in a bag? Thrown into the back of a truck?! Oh dear!","_ho_They're being stuffed in a bag? Thrown into the back of a truck?! Oh dear!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:6","Or maybe my senses are getting mixed up with what I saw on the tele last night.","_ho_Or maybe my senses are getting mixed up with what I saw on the tele last night._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:7","Sorry dear, I'm not of much help. Please visit whenever you need some Cathy Time though.","_ho_Sorry dear, I'm not of much help. Please visit whenever you need some Cathy Time though._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@0:8","Or if you find my 3 cats!","_ho_Or if you find my 3 cats!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@1:0","Autumn and Tofu should still be out somewhere...","_ho_Autumn and Tofu should still be out somewhere..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@10:0","All the cats are back! Here, have some breadge as thanks.","_ho_All the cats are back! Here, have some breadge as thanks._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@11:0","Good luck finding <var>Cat</var> and thanks for the help.","_ho_Good luck finding <var>Cat</var> and thanks for the help._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@2:0","Mittens and Tofu should still be out somewhere...","_ho_Mittens and Tofu should still be out somewhere..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@3:0","Mittens and Autumn should still be out somewhere...","_ho_Mittens and Autumn should still be out somewhere..._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@4:0","Tofu likes to hang out with the mayor.","_ho_Tofu likes to hang out with the mayor._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@5:0","Autumn likes to hang out in the storage building a bit south.","_ho_Autumn likes to hang out in the storage building a bit south._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@6:0","Mittens like to poke around the bakery looking for food sometimes.","_ho_Mittens like to poke around the bakery looking for food sometimes._ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@7:0","Mittens! Thank you for returning him!","_ho_Mittens! Thank you for returning him!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@8:0","Autumn! Thank you for returning her!","_ho_Autumn! Thank you for returning her!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@9:0","Tofu! Thank you for returning him!","_ho_Tofu! Thank you for returning him!_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/CatTrick/Canvas/Dialogue","0/3","_ho_0/3_ho_",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/CatTrick/Canvas/Dialogue BG Font","0/3","_ho_0/3_ho_",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@0:0","Thanks for everything, partner. Please, take a map from my house.","_ho_Thanks for everything, partner. Please, take a map from my house._ho_",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@1:0","Heard the fishermen east and archeologist up north are still lookin' for help.","_ho_Heard the fishermen east and archeologist up north are still lookin' for help._ho_",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@2:0","Licensed, eh? Be careful with that thing.","_ho_Licensed, eh? Be careful with that thing._ho_",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@3:0","You've done a good thing, partner.","_ho_You've done a good thing, partner._ho_",
"Map/World Grid/Beach/Dock Sign@0:0","Boating license required.","_ho_Boating license required._ho_",
"Map/World Grid/Intro Pan Dolly/DollyCanvas/Skip Prompt/Skip Prompt Text","Skip","_ho_Skip_ho_",
"Map/World Grid/Intro Pan Dolly@Default:0","Skip","_ho_Skip_ho_",
"Map/World Grid/Objects/Alien Log Sign@0:0","Operation Log 4: Objective Success.","_ho_Operation Log 4: Objective Success._ho_",
"Map/World Grid/Objects/Alien Log Sign@0:1","We have captured the specimen and are returning to main base beyond the Ocean.","_ho_We have captured the specimen and are returning to main base beyond the Ocean._ho_",
"Map/World Grid/Objects/Face Rocks Sign@0:0","Stonybrook Village's tourist hot spot: 
""The Face Rocks""","_ho_Stonybrook Village's tourist hot spot: 
""The Face Rocks""_ho_",
"Map/World Grid/Objects/Sam@0:0","I need to get to the waterfall, it’s mating season!","_ho_I need to get to the waterfall, it’s mating season!_ho_",
"Map/World Grid/Objects/Sam@1:0","I need to get to the waterfall, it’s mating season!","_ho_I need to get to the waterfall, it’s mating season!_ho_",
"Map/World Grid/Objects/Sam@1:1","But... it's so far... I can't wait to get going.","_ho_But... it's so far... I can't wait to get going._ho_",
"Map/World Grid/Objects/Sam@2:0","It's so close! I can't swim on land, though.","_ho_It's so close! I can't swim on land, though._ho_",
"Map/World Grid/Objects/Sam@2:1","If I could swim up the river I could make it.","_ho_If I could swim up the river I could make it._ho_",
"Map/World Grid/Objects/Sam@3:0","No time to lose, gotta blast!","_ho_No time to lose, gotta blast!_ho_",
"Map/World Grid/Objects/Sam@4:0","The wife thanks you as well, by the way.","_ho_The wife thanks you as well, by the way._ho_",
"Map/World Grid/OffMap/Fezziwig@0:0","...","_ho_..._ho_",
"Map/World Grid/OffMap/Fezziwig@1:0","The Archeologist is missing, huh.","_ho_The Archeologist is missing, huh._ho_",
"Map/World Grid/OffMap/Fezziwig@1:1","I guess I'll have to do her job.","_ho_I guess I'll have to do her job._ho_",
"Map/World Grid/OffMap/Fezziwig@2:0","The ruins... you got a connection!","_ho_The ruins... you got a connection!_ho_",
"Map/World Grid/OffMap/Fezziwig@3:0","Woah! The diviner still works.","_ho_Woah! The diviner still works._ho_",
"Map/World Grid/OffMap/Fezziwig@4:0","Now... Just find the final part to this spell.","_ho_Now... Just find the final part to this spell._ho_",
"Map/World Grid/OffMap/Fezziwig@5:0","Great! Now let me cast it...","_ho_Great! Now let me cast it..._ho_",
"Map/World Grid/OffMap/Fezziwig@5:1","Fuwaaaaaaaaaa!","_ho_Fuwaaaaaaaaaa!_ho_",
"Map/World Grid/OffMap/Fezziwig@5:2","There! Now use The Artifact to reconnect the village.","_ho_There! Now use The Artifact to reconnect the village._ho_",
"Map/World Grid/OffMap/Fezziwig@6:0","There! Now use The Artifact to <wavy>reconnect the village.</wavy>","_ho_There! Now use The Artifact to <wavy>reconnect the village.</wavy>_ho_",
"Map/World Grid/OffMap/Fezziwig@7:0","Great! I'll be heading out now, take care.","_ho_Great! I'll be heading out now, take care._ho_",
"Map/World Grid/OffMap/Fezziwig@7:1","...","_ho_..._ho_",
"Map/World Grid/OffMap/Fezziwig@8:0","...","_ho_..._ho_",
"Map/World Grid/OffMap/Fezziwig@9:0","...","_ho_..._ho_",
"Village Hints@0","Use <U>/<L>/<D>/<R> to move","_ho_Use <U>/<L>/<D>/<R> to move_ho_",
"Village Hints@1","Press <Action> to interact","_ho_Press <Action> to interact_ho_",
"Village Hints@2","Press <Tab> to open the Artifact","_ho_Press <Tab> to open the Artifact_ho_",
"Village Hints@3","Use the mouse to move sliders","_ho_Use the mouse to move sliders_ho_",
"Village Hints@4","Press <Action> for more dialogue from some NPCs","_ho_Press <Action> for more dialogue from some NPCs_ho_",
"Village Hints@5","Press <Action> to pick up items","_ho_Press <Action> to pick up items_ho_",
