"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@3:1","Now lets get this extractor loaded up with some crystals. Use the minecart!","_ho_Now lets get this extractor loaded up with some crystals. Use the minecart!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:0","The crystals, they shattered!","_ho_The crystals, they shattered!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:1","Make sure not to move the extractor with a crystal inside. These things are unstable!","_ho_Make sure not to move the extractor with a crystal inside. These things are unstable!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:2","Let's try that again. Bring me another crystal.","_ho_Let's try that again. Bring me another crystal._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@5:0","We got the crystals! Now let's get the processor powered.","_ho_We got the crystals! Now let's get the processor powered._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@5:1","Be careful not to move the machine, or the crystals will disolve!","_ho_Be careful not to move the machine, or the crystals will disolve!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@6:0","Alright the processor is all ready to go! This should make some good goop.","_ho_Alright the processor is all ready to go! This should make some good goop._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@7:0","Power: check. Crystal: check.","_ho_Power: check. Crystal: check._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@7:1","Let's do this!","_ho_Let's do this!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:0","Oh no ohhhh nooooo...","_ho_Oh no ohhhh nooooo..._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:1","This... this was not in the manual.","_ho_This... this was not in the manual._ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:2","Hmm... looks like we're gonna need a replacement tank. Can you get that fixed real quick?","_ho_Hmm... looks like we're gonna need a replacement tank. Can you get that fixed real quick?_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@9:0","You found one!","_ho_You found one!_ho_",
"Map/EightPuzzle/MountainSTile (4)/Objects/Thin Ice Sign@0:0","DANGER: Thin ice. 
No heavy objects.","_ho_DANGER: Thin ice. 
No heavy objects._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:0","*Sob* They dont *sob* understand","_ho_*Sob* They dont *sob* understand_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:1","I built that elevator over there... fine piece of work, isn't she?","_ho_I built that elevator over there... fine piece of work, isn't she?_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:2","But, I made it go up... AND down... but they only ever *sob* use it to go up!","_ho_But, I made it go up... AND down... but they only ever *sob* use it to go up!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:3","""Just drop it through the ice"" they say... *sob* ""The crystals are fine"" ","_ho_""Just drop it through the ice"" they say... *sob* ""The crystals are fine"" _ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:4","I can't stand to see my efforts wasted... I can't work like this...","_ho_I can't stand to see my efforts wasted... I can't work like this..._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:5","I just *sob* want to see the elevator go *sob* down","_ho_I just *sob* want to see the elevator go *sob* down_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:0","*Sob* when will... wait a second","_ho_*Sob* when will... wait a second_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:1","You did it! You *sob* actually did it!","_ho_You did it! You *sob* actually did it!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:2","I'm not a failure after all!","_ho_I'm not a failure after all!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:3","Thank you for demonstrating true bravery.","_ho_Thank you for demonstrating true bravery._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:4","Now let's keep inventing!","_ho_Now let's keep inventing!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@2:0","I have so many ideas!","_ho_I have so many ideas!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:0","You fixed the pipe? Sorry I was a little *sob* distracted.","_ho_You fixed the pipe? Sorry I was a little *sob* distracted._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:1","Wait there's a researcher here? And she wants to use *my* creations?","_ho_Wait there's a researcher here? And she wants to use *my* creations?_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:2","That's so *sob* amazing!","_ho_That's so *sob* amazing!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:3","Sorry I can't help, still a little *sob* shaken up.","_ho_Sorry I can't help, still a little *sob* shaken up._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@4:0","The heater works and the waterwheel is *sob* turning again?","_ho_The heater works and the waterwheel is *sob* turning again?_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@4:1","That's *sob* amazing! Tell that scientist I say thanks.","_ho_That's *sob* amazing! Tell that scientist I say thanks._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@5:0","Oh how they treasure my creations, it brings a tear to my eye. *sob* ","_ho_Oh how they treasure my creations, it brings a tear to my eye. *sob* _ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@6:0","We're so close to *sob* having everything fixed, but all the rails are jumbled.","_ho_We're so close to *sob* having everything fixed, but all the rails are jumbled._ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@7:0","You *sob* did it! The Crystal Mines are functional again!","_ho_You *sob* did it! The Crystal Mines are functional again!_ho_",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@7:1","You're from the factory right? Tell them everything is working on our end!","_ho_You're from the factory right? Tell them everything is working on our end!_ho_",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Juliet@0:0","My love, what a wonderful honeymoon this has been!","_ho_My love, what a wonderful honeymoon this has been!_ho_",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Romeo@0:0","Only the best for you, my love!","_ho_Only the best for you, my love!_ho_",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Romeo@0:1","Though I dare not think about our descent from these heights...","_ho_Though I dare not think about our descent from these heights..._ho_",
"Map/World Grid/Cave MC Entrance/Bomb Sign@0:0","DANGER: Explosives.
Do not heat.","_ho_DANGER: Explosives.
Do not heat._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@0:0","Our crystal transport cart got trapped in the tunnel collapse.","_ho_Our crystal transport cart got trapped in the tunnel collapse._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@0:1","But you know what they say: any problem can be fixed with explosives!","_ho_But you know what they say: any problem can be fixed with explosives!_ho_",
"Map/World Grid/Cave MC Entrance/Rocco@0:2","But I don't have anything to ignite them... so nothing for now.","_ho_But I don't have anything to ignite them... so nothing for now._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@0:3","If you find something hot enough to blow these up, let me know. ","_ho_If you find something hot enough to blow these up, let me know. _ho_",
"Map/World Grid/Cave MC Entrance/Rocco@1:0","Haven't found anything to light these explosives, have you?","_ho_Haven't found anything to light these explosives, have you?_ho_",
"Map/World Grid/Cave MC Entrance/Rocco@1:1","I'm getting antsy over here.","_ho_I'm getting antsy over here._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@2:0","Okay, this is probably not safe but...","_ho_Okay, this is probably not safe but..._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@2:1","Promise not to tell anyone?","_ho_Promise not to tell anyone?_ho_",
"Map/World Grid/Cave MC Entrance/Rocco@3:0","BOOM! BOOM!! BOOM!!! BOOM!!!!","_ho_BOOM! BOOM!! BOOM!!! BOOM!!!!_ho_",
"Map/World Grid/Cave MC Entrance/Rocco@3:1","I mean uh... thanks for clearing that up. ","_ho_I mean uh... thanks for clearing that up. _ho_",
"Map/World Grid/Cave MC Entrance/Rocco@4:0","Drop the minecart on these powered rails to give her a little boost.","_ho_Drop the minecart on these powered rails to give her a little boost._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@5:0","Wow, look at her go!","_ho_Wow, look at her go!_ho_",
"Map/World Grid/Cave MC Entrance/Rocco@6:0","All in a days work.","_ho_All in a days work._ho_",
"Map/World Grid/Cave MC Entrance/Rocco@7:0","Mmmm 
sustinance.","_ho_Mmmm 
sustinance._ho_",
"Map/World Grid/Crystal Mine/Crystal Danger Sign@0:0","DANGER: Unstable crystals. Avoid large, sudden movements.","_ho_DANGER: Unstable crystals. Avoid large, sudden movements._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@0:0","Welcome to The Crystal Loop!","_ho_Welcome to The Crystal Loop!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@0:1","Whaaaaaat? You don't have a minecart?","_ho_Whaaaaaat? You don't have a minecart?_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@0:2","I'm sorry. These things are too heavy to be moved by hand.","_ho_I'm sorry. These things are too heavy to be moved by hand._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@1:0","Fill that minecart up with crystals!","_ho_Fill that minecart up with crystals!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@2:0","Now you be careful with those raw crystals.","_ho_Now you be careful with those raw crystals._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@2:1","They're super unstable. Any magical interference will destroy them!","_ho_They're super unstable. Any magical interference will destroy them!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@2:2","You seen all this world-moving nonsense happening lately? Don't do that.","_ho_You seen all this world-moving nonsense happening lately? Don't do that._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@2:3","Oh, but you can drop them down that ice patch. They seem to be fine with just gravity. ","_ho_Oh, but you can drop them down that ice patch. They seem to be fine with just gravity. _ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@3:0","Worked here a loooooong time. Seen a lot. But know what I haven't seen?","_ho_Worked here a loooooong time. Seen a lot. But know what I haven't seen?_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@3:1","Nobody's ever used that lever below me. What's it even for?","_ho_Nobody's ever used that lever below me. What's it even for?_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@4:0","Ahaaaaaaaaah that's what the lever does!","_ho_Ahaaaaaaaaah that's what the lever does!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@4:1","There's always so much to learn around here.","_ho_There's always so much to learn around here._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@5:0","You're a pro!","_ho_You're a pro!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@6:0","Remember not to move anything if you want to keep those crystals in tact!","_ho_Remember not to move anything if you want to keep those crystals in tact!_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@6:1","You can drop through that ice patch, though. Seems they do just fine with gravity.","_ho_You can drop through that ice patch, though. Seems they do just fine with gravity._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@7:0","Think anyone would buy these if we sold em?","_ho_Think anyone would buy these if we sold em?_ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@7:1","I mean people spend too much on fake magic crystals.","_ho_I mean people spend too much on fake magic crystals._ho_",
"Map/World Grid/Crystal Mine/Crystal Miner@7:2","Imagine what they would pay for real magic crystals!","_ho_Imagine what they would pay for real magic crystals!_ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@0:0","I hope this crappy generator lasts until the waterwheel is finally fixed.","_ho_I hope this crappy generator lasts until the waterwheel is finally fixed._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@0:1","We hooked it up to the minecart elevator real quick but its a bit... jank.","_ho_We hooked it up to the minecart elevator real quick but its a bit... jank._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@1:0","Finally, they cleared out the cave in.","_ho_Finally, they cleared out the cave in._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@2:0","The Crystal Extractor needs power too? Uhm... I don't know about this.","_ho_The Crystal Extractor needs power too? Uhm... I don't know about this._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@3:0","W-what are you doing???","_ho_W-what are you doing???_ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:0","??? You blew up the generator!","_ho_??? You blew up the generator!_ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:1","When boss finds out, you're soooo getting fired.","_ho_When boss finds out, you're soooo getting fired._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:2","Wait. I'm getting fired.","_ho_Wait. I'm getting fired._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:3","Don't worry I think we can fix it haha! We just need to get another Crystal. ","_ho_Don't worry I think we can fix it haha! We just need to get another Crystal. _ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:0","Phew! The elevator should be fully operational again.","_ho_Phew! The elevator should be fully operational again._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:1","Oh, and I capped off that exposed wire too, so don't get any ideas.","_ho_Oh, and I capped off that exposed wire too, so don't get any ideas._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:2","Boss coulda done better for sure though.","_ho_Boss coulda done better for sure though._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@6:0","Sending carts down? I guess you could if it'll make boss happy.","_ho_Sending carts down? I guess you could if it'll make boss happy._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@6:1","Like I guess you could.","_ho_Like I guess you could._ho_",
"Map/World Grid/Elevator Area/Bottom Elevator Man@7:0","Great work, boss would be proud.","_ho_Great work, boss would be proud._ho_",
"Map/World Grid/Objects/Hot Lava Sign@0:0","DANGER: Beware of Hot Lava","_ho_DANGER: Beware of Hot Lava_ho_",
"Map/World Grid/Objects/Jimbobby@0:0","my friend bobbyjim got stranded on the mountaintop... hope it's not too cold up there","_ho_my friend bobbyjim got stranded on the mountaintop... hope it's not too cold up there_ho_",
"Map/World Grid/Objects/Jimbobby@1:0","woah good work","_ho_woah good work_ho_",
"Map/World Grid/West Side/Burt the Craftsman@0:0","Come on down to Burt's Crafts! Good goods, low prices!","_ho_Come on down to Burt's Crafts! Good goods, low prices!_ho_",
"Map/World Grid/West Side/Burt the Craftsman@0:1","Once I get my hands on stuff from the Crystal Loop over there, we're gonna have some CRAZY tech.","_ho_Once I get my hands on stuff from the Crystal Loop over there, we're gonna have some CRAZY tech._ho_",
"Map/World Grid/West Side/Burt the Craftsman@1:0","A bucket? Sure, I can give you one of those. Whatchya got to offer?","_ho_A bucket? Sure, I can give you one of those. Whatchya got to offer?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@1:1","Nothing? Hmm... next time you better pay up.","_ho_Nothing? Hmm... next time you better pay up._ho_",
"Map/World Grid/West Side/Burt the Craftsman@10:0","An empty minecart? Are you for real?","_ho_An empty minecart? Are you for real?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@10:1","Bring me some crystals from the Loop, then we can talk about the extraction tank.","_ho_Bring me some crystals from the Loop, then we can talk about the extraction tank._ho_",
"Map/World Grid/West Side/Burt the Craftsman@11:0","Those crystals feel really hot and look really red...","_ho_Those crystals feel really hot and look really red..._ho_",
"Map/World Grid/West Side/Burt the Craftsman@11:1","Wait a second, those aren't crystals. It's a minecart of lava!","_ho_Wait a second, those aren't crystals. It's a minecart of lava!_ho_",
"Map/World Grid/West Side/Burt the Craftsman@11:2","I'll keep working on the tank, but don't expect anything until you help get me some crystals from the Loop.","_ho_I'll keep working on the tank, but don't expect anything until you help get me some crystals from the Loop._ho_",
"Map/World Grid/West Side/Burt the Craftsman@12:0","Hey, you actually brought me some crystals! ","_ho_Hey, you actually brought me some crystals! _ho_",
"Map/World Grid/West Side/Burt the Craftsman@12:1","Perfect timing, I just finished up that extraction tank.","_ho_Perfect timing, I just finished up that extraction tank._ho_",
"Map/World Grid/West Side/Burt the Craftsman@12:2","Come back soon!","_ho_Come back soon!_ho_",
"Map/World Grid/West Side/Burt the Craftsman@13:0","Come back soon!","_ho_Come back soon!_ho_",
"Map/World Grid/West Side/Burt the Craftsman@14:0","The things I'm gonna do to these crystals...","_ho_The things I'm gonna do to these crystals..._ho_",
"Map/World Grid/West Side/Burt the Craftsman@14:1","I got plans I cannot share.","_ho_I got plans I cannot share._ho_",
"Map/World Grid/West Side/Burt the Craftsman@2:0","Come back again soon!","_ho_Come back again soon!_ho_",
"Map/World Grid/West Side/Burt the Craftsman@3:0","If you ever need anything else, just let me know. ","_ho_If you ever need anything else, just let me know. _ho_",
"Map/World Grid/West Side/Burt the Craftsman@3:1","No more freebies, though.","_ho_No more freebies, though._ho_",
"Map/World Grid/West Side/Burt the Craftsman@4:0","You need a minecart?","_ho_You need a minecart?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@4:1","Sorry bub i sold my last one yesterday.","_ho_Sorry bub i sold my last one yesterday._ho_",
"Map/World Grid/West Side/Burt the Craftsman@4:2","Heard it got trapped behind that giant rock near the Crystal Loop. What a shame.","_ho_Heard it got trapped behind that giant rock near the Crystal Loop. What a shame._ho_",
"Map/World Grid/West Side/Burt the Craftsman@5:0","Sounds like you found the minecart after all.","_ho_Sounds like you found the minecart after all._ho_",
"Map/World Grid/West Side/Burt the Craftsman@6:0","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","_ho_Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@7:0","An extraction tank? Sure, I can make you one of those. Whatchya got to offer?","_ho_An extraction tank? Sure, I can make you one of those. Whatchya got to offer?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@7:1","Nothing? That won't do this time.","_ho_Nothing? That won't do this time._ho_",
"Map/World Grid/West Side/Burt the Craftsman@7:2","You know I've been trying to get some crystals from the Loop, but I could never hash out the directions.","_ho_You know I've been trying to get some crystals from the Loop, but I could never hash out the directions._ho_",
"Map/World Grid/West Side/Burt the Craftsman@7:3","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","_ho_Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@8:0","An extraction tank? Sure, I can make you one of those. Whatchya got to offer?","_ho_An extraction tank? Sure, I can make you one of those. Whatchya got to offer?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@8:1","Nothing? That won't do this time.","_ho_Nothing? That won't do this time._ho_",
"Map/World Grid/West Side/Burt the Craftsman@8:2","You know I've been trying to get some crystals from the Loop, but I could never hash out the directions.","_ho_You know I've been trying to get some crystals from the Loop, but I could never hash out the directions._ho_",
"Map/World Grid/West Side/Burt the Craftsman@8:3","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","_ho_Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?_ho_",
"Map/World Grid/West Side/Burt the Craftsman@9:0","Hey pal, I'm almost done with that extraction tank.","_ho_Hey pal, I'm almost done with that extraction tank._ho_",
"Map/World Grid/West Side/Burt the Craftsman@9:1","You still need to pay up, though. In crystals.","_ho_You still need to pay up, though. In crystals._ho_",
"Map/World Grid/West Side/Burt the Craftsman@9:2","I know you can get them over here safe and sound.","_ho_I know you can get them over here safe and sound._ho_",
"Map/World Grid/West Side/Burt the Craftsman@9:3","How do you get the crystals here? Well, if I knew, I would have some.","_ho_How do you get the crystals here? Well, if I knew, I would have some._ho_",
"Map/World Grid/West Side/Burt the Craftsman@9:4","That's why we trade. I'll finish up the extraction tank, you get me some crystals.","_ho_That's why we trade. I'll finish up the extraction tank, you get me some crystals._ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (1)","Coffee","_ho_Coffee_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (10)","Golden Fish","_ho_Golden Fish_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (11)","Rock","_ho_Rock_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (12)","Sunglasses","_ho_Sunglasses_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (12)/Sunglasses Total Text","2","_ho_2_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (13)","Slider Base","_ho_Slider Base_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (14)","Slider Walls","_ho_Slider Walls_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (15)","Slider Wires","_ho_Slider Wires_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (16)","Explosives","_ho_Explosives_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (17)","Gem Transporter","_ho_Gem Transporter_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (19)","Gem Fuel Recipe","_ho_Gem Fuel Recipe_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (20)","$1000000","_ho_$1000000_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (3)","Wrench","_ho_Wrench_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (4)","Wire Cutters","_ho_Wire Cutters_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (5)","Flashlight","_ho_Flashlight_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (6)","Boating License","_ho_Boating License_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (7)","Treasure Chest","_ho_Treasure Chest_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (8)","Rose","_ho_Rose_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (9)","Mushroom","_ho_Mushroom_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge","Breadge","_ho_Breadge_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge/Breadge Total Text","9","_ho_9_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Crystal Sample","Crystal Sample","_ho_Crystal Sample_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Fezziwig gem","Magical Gem","_ho_Magical Gem_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem MountainKeys","Basement Key","_ho_Basement Key_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil","Oil","_ho_Oil_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil/Oil Total Text","4","_ho_4_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem StationKeys","Station Key","_ho_Station Key_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Anchor","Anchor","_ho_Anchor_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots","Boots","_ho_Boots_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots Upgrade","Boots+","_ho_Boots+_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll of Realigning","Scroll of Realigning","_ho_Scroll of Realigning_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll Scrap","Scroll Scap","_ho_Scroll Scap_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Text/ItemNameText","Collection","_ho_Collection_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameText","Map","_ho_Map_ho_",
"MountainArtifactCanvas/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameTextBG","Map","_ho_Map_ho_",
"MountainArtifactCanvas/ArtifactFrame/Tabs/Realigning Tabs/LoadTextHolder/Load TMP Text","Load!","_ho_Load!_ho_",
"MountainArtifactCanvas/ArtifactFrame/Tabs/Realigning Tabs/SaveTextHolder/Save TMP Text","Save!","_ho_Save!_ho_",
