"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@17:0","You've done a lot of work finding all these tiles but... it's not very ""complete"" is it?","_ho_You've done a lot of work finding all these tiles but... it's not very ""complete"" is it?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@17:1","You'd better do something about it.","_ho_You'd better do something about it._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@18:0","Great work, intern! I can tell you're really dedicated to Canopy Corp.","_ho_Great work, intern! I can tell you're really dedicated to Canopy Corp._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@18:1","I'll have to see about getting you a bonus!","_ho_I'll have to see about getting you a bonus!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:0","Let's get you started on your first task: get me a Stick and a Circle from downstairs.","_ho_Let's get you started on your first task: get me a Stick and a Circle from downstairs._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:1","We have some proprietery stuff here, with our new Artifact Tech (tm).","_ho_We have some proprietery stuff here, with our new Artifact Tech (tm)._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@2:2","I'm sure you can figure it out, but don't hesitate to ask around for help!","_ho_I'm sure you can figure it out, but don't hesitate to ask around for help!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@3:0","Intern! You're back! Do you have the Stick or Circle?","_ho_Intern! You're back! Do you have the Stick or Circle?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@3:1","Go fetch me one from downstairs when you figure it out.","_ho_Go fetch me one from downstairs when you figure it out._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@4:0","Aha, the Stick! You really are a quick learner.","_ho_Aha, the Stick! You really are a quick learner._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@4:1","Just get me the Circle and we can move on to the real work.","_ho_Just get me the Circle and we can move on to the real work._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@5:0","Aha, the Circle! You really are a quick learner.","_ho_Aha, the Circle! You really are a quick learner._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@5:1","Just get me the Stick and we can move on to the real work.","_ho_Just get me the Stick and we can move on to the real work._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@6:0","Great work, intern. In fact, you were the fastest to finish training of all the new hires!","_ho_Great work, intern. In fact, you were the fastest to finish training of all the new hires!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@7:0","Oh shoot! I'm late for stand up. You should come too!","_ho_Oh shoot! I'm late for stand up. You should come too!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:0","Alright, let's give it 5 minutes for everyone to get here.","_ho_Alright, let's give it 5 minutes for everyone to get here._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:1",".........","_ho_........._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:2","Okay well let's just get started then. Justin?","_ho_Okay well let's just get started then. Justin?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:3","Great, I'll definetely come by when I have time.","_ho_Great, I'll definetely come by when I have time._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:4","Joe, how about you?","_ho_Joe, how about you?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:5","Sounds good, don't hesitate to ask around for help!","_ho_Sounds good, don't hesitate to ask around for help!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:6","Well it looks like our other new hires are busy. Before we wrap up though...","_ho_Well it looks like our other new hires are busy. Before we wrap up though..._ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@8:7","Would everyone please welcome the new intern!","_ho_Would everyone please welcome the new intern!_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@9:0","Intern, we have some clients outside that might need some help. Think you can handle that?","_ho_Intern, we have some clients outside that might need some help. Think you can handle that?_ho_",
"Map/EightPuzzle/STile (3)/Objects/Upstairs/Barron@9:1","Great! Report back when you're finished.","_ho_Great! Report back when you're finished._ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@0:0","Oh hey again. Do you work here?","_ho_Oh hey again. Do you work here?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@0:1","Sweet, can I get one of the new Ships you guys have?","_ho_Sweet, can I get one of the new Ships you guys have?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@1:0","Thanks! This is... kinda small...","_ho_Thanks! This is... kinda small..._ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@1:1","Do you think you could help my partner too?","_ho_Do you think you could help my partner too?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@2:0","Tell your boss you did great!","_ho_Tell your boss you did great!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@3:0","Hmmm... I wonder if that ship I got will float?","_ho_Hmmm... I wonder if that ship I got will float?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@3:1","Float my boat, boat my float.","_ho_Float my boat, boat my float._ho_",
"Map/EightPuzzle/STile (4)/Objects/Kevin@4:0","...","_ho_..._ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@0:0","Oh hey again! I heard there was a new start up around here?","_ho_Oh hey again! I heard there was a new start up around here?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@0:1","My order? Oh uh....... Can I get a.......","_ho_My order? Oh uh....... Can I get a......._ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@0:2","Could I get a fish right now?","_ho_Could I get a fish right now?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@1:0","Amazing! It's so artificial!","_ho_Amazing! It's so artificial!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@2:0","Oh is this where you're supposed to order shapes from?","_ho_Oh is this where you're supposed to order shapes from?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@2:1","That fish you gave me was quite nice earlier but... it was a bit hard to transport.","_ho_That fish you gave me was quite nice earlier but... it was a bit hard to transport._ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@2:2","Do you think you could get me a Fish Bowl so I could bring it around with me?","_ho_Do you think you could get me a Fish Bowl so I could bring it around with me?_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@3:0","Woah! A circle!","_ho_Woah! A circle!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@3:1","Can you put the fish in it for me too? The whole package?!","_ho_Can you put the fish in it for me too? The whole package?!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@4:0","Wow! This is so convenient!","_ho_Wow! This is so convenient!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@4:1","Thanks for all your help!","_ho_Thanks for all your help!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@5:0","Thanks for all your help!","_ho_Thanks for all your help!_ho_",
"Map/EightPuzzle/STile (4)/Objects/Pierre@6:0","...","_ho_..._ho_",
"Map/EightPuzzle/STile (5)/All Tile Maps/Tile Maps/Decorations/RaceFlag/Restart Race Fake NPC@0:0","Put the track back together!","_ho_Put the track back together!_ho_",
"Map/EightPuzzle/STile (5)/All Tile Maps/Tile Maps/Decorations/RaceFlag/Restart Race Fake NPC@1:0","Restart Race?","_ho_Restart Race?_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@0:0","Explorer! Haha this time you stand no chance!","_ho_Explorer! Haha this time you stand no chance!_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@0:1","I challenge you to a race! And you're no match thanks to the artifact I found.","_ho_I challenge you to a race! And you're no match thanks to the artifact I found._ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@0:2","We'll race to the bell.","_ho_We'll race to the bell._ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@0:3","We just need a Flag to mark the start.","_ho_We just need a Flag to mark the start._ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@1:0","<var>jungleChadSpeak</var>","_ho_<var>jungleChadSpeak</var>_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@2:0","<var>jungleChadSpeak</var>","_ho_<var>jungleChadSpeak</var>_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@3:0","<var>jungleChadSpeak</var>","_ho_<var>jungleChadSpeak</var>_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@4:0","woAh.. wAH!","_ho_woAh.. wAH!_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@4:1","How did you... 
augh... my ankles!","_ho_How did you... 
augh... my ankles!_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@5:0","How could this 
happen to me?","_ho_How could this 
happen to me?_ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@6:0","I should-I should go...","_ho_I should-I should go..._ho_",
"Map/EightPuzzle/STile (5)/Objects/Chad@7:0","...","_ho_..._ho_",
"Map/EightPuzzle/STile (5)/Objects/Upstairs/Breadge NPC@0:0","Wanna know how I got so swole?","_ho_Wanna know how I got so swole?_ho_",
"Map/EightPuzzle/STile (5)/Objects/Upstairs/Breadge NPC@0:1","Every time I see a blob I do 1 push up.","_ho_Every time I see a blob I do 1 push up._ho_",
"Map/EightPuzzle/STile (5)/Objects/Upstairs/Breadge NPC@0:2","Haha anyway, I bought the wrong thing earlier today.","_ho_Haha anyway, I bought the wrong thing earlier today._ho_",
"Map/EightPuzzle/STile (5)/Objects/Upstairs/Breadge NPC@0:3","I'll trade you some Breadge if you give me some Gluten-Free Bread.","_ho_I'll trade you some Breadge if you give me some Gluten-Free Bread._ho_",
"Map/EightPuzzle/STile (5)/Objects/Upstairs/Breadge NPC@1:0","Haha sweet, here you go.","_ho_Haha sweet, here you go._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@0:0","Hey! Do you work here?","_ho_Hey! Do you work here?_ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@0:1","MRI contracted us to fix this bridge. We'll need a Rail and a Minecart.","_ho_MRI contracted us to fix this bridge. We'll need a Rail and a Minecart._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@0:2","The thing is, we only recovered enough supplies to fix one of them.","_ho_The thing is, we only recovered enough supplies to fix one of them._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@0:3","Can you bring me a Rail or a Minecart? We'll handle the rest.","_ho_Can you bring me a Rail or a Minecart? We'll handle the rest._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@1:0","Wow you got the Rail for us!","_ho_Wow you got the Rail for us!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@1:1","Let my friend know and he'll fix the bridge. Or...","_ho_Let my friend know and he'll fix the bridge. Or..._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@1:2","If you get a Minecart too, you can have the extra supplies.","_ho_If you get a Minecart too, you can have the extra supplies._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@2:0","Wow you got the Minecart for us!","_ho_Wow you got the Minecart for us!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@2:1","Let my friend know and he'll fix the bridge. Or...","_ho_Let my friend know and he'll fix the bridge. Or..._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@2:2","If you get a Rail too, you can have the extra supplies.","_ho_If you get a Rail too, you can have the extra supplies._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@3:0","Woah... you actually did it!","_ho_Woah... you actually did it!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@3:1","I'll let my friend know to make it worth your while.","_ho_I'll let my friend know to make it worth your while._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@4:0","We couldn't have done it without you.","_ho_We couldn't have done it without you._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@5:0","Oh, hi again.","_ho_Oh, hi again._ho_",
"Map/EightPuzzle/STile (7)/Objects/Contractor@5:1","I'm just here to confirm the bridge stays functional.","_ho_I'm just here to confirm the bridge stays functional._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@0:0","This place is so dangerous... did you see that giant hole?","_ho_This place is so dangerous... did you see that giant hole?_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@0:1","Anyway, we'll use the extra supplies to fix what you don't give us.","_ho_Anyway, we'll use the extra supplies to fix what you don't give us._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@0:2","Or... if you give us both the rails and the cart...","_ho_Or... if you give us both the rails and the cart..._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@0:3","I can try to figure out some bonus to give you.","_ho_I can try to figure out some bonus to give you._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@1:0","Nice, we can fix the bridge!","_ho_Nice, we can fix the bridge!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@1:1","If you bring us a Minecart I can still try and get you that extra reward.","_ho_If you bring us a Minecart I can still try and get you that extra reward._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@1:2","Not interested? Works for me. I'll go fix it now.","_ho_Not interested? Works for me. I'll go fix it now._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@1:3","Last chance! No more reward after this!","_ho_Last chance! No more reward after this!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@1:4","Kachow!","_ho_Kachow!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@2:0","Nice, we can fix the bridge!","_ho_Nice, we can fix the bridge!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@2:1","If you bring us a Rail I can still try and get you that extra reward.","_ho_If you bring us a Rail I can still try and get you that extra reward._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@2:2","Not interested? Works for me. I'll go fix it now.","_ho_Not interested? Works for me. I'll go fix it now._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@2:3","Last chance! No more reward after this!","_ho_Last chance! No more reward after this!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@2:4","Kachow!","_ho_Kachow!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@3:0","You brought both? Great, time to get to work!","_ho_You brought both? Great, time to get to work!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@3:1","Kachow!","_ho_Kachow!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@4:0","Thank you so much for the help!","_ho_Thank you so much for the help!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@4:1","You didn't see me fix it? Thanks I work quick.","_ho_You didn't see me fix it? Thanks I work quick._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@5:0","And for your extra reward... I thought I might upgrade your new shoes!","_ho_And for your extra reward... I thought I might upgrade your new shoes!_ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@5:1","You should run a tiny bit faster now.","_ho_You should run a tiny bit faster now._ho_",
"Map/EightPuzzle/STile (7)/Objects/Repairman@6:0","...","_ho_..._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/AnnoyedIntern@0:0","Why are all the computers facing downwards..?","_ho_Why are all the computers facing downwards..?_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@0:0","Barron send you? Sorry just... give me a second.","_ho_Barron send you? Sorry just... give me a second._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@1:0","Did you just-","_ho_Did you just-_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@1:1","I was still looking at that! Oh no...","_ho_I was still looking at that! Oh no..._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@2:0","No no no no no no","_ho_No no no no no no_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@2:1","Everything's stuck now!","_ho_Everything's stuck now!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@2:2","The rail line is broken... the jungle is in disarray!","_ho_The rail line is broken... the jungle is in disarray!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@2:3","...............","_ho_..............._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@2:4","Well... friend.","_ho_Well... friend._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@3:0","Well... friend.","_ho_Well... friend._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@3:1","I know you've done so much but, would you be so kind as to fix this situation?","_ho_I know you've done so much but, would you be so kind as to fix this situation?_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@3:2","I was looking into a solution before you grabbed that last piece.","_ho_I was looking into a solution before you grabbed that last piece._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@3:3","Some archeologist from the other continent mentioned <#ff9040>A Scroll</color>.","_ho_Some archeologist from the other continent mentioned <#ff9040>A Scroll</color>._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@3:4","She was heading to the desert north of here, I would appreciate if you followed.","_ho_She was heading to the desert north of here, I would appreciate if you followed._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@4:0","The Scroll! You have it!","_ho_The Scroll! You have it!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@4:1","Go on, use it. Fix this place up!","_ho_Go on, use it. Fix this place up!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@5:0","Oh. Everything's already fixed.","_ho_Oh. Everything's already fixed._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@5:1","Well, that's great news! Thanks for doing it so quick.","_ho_Well, that's great news! Thanks for doing it so quick._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@5:2","I'll let the guys below know, they can open the door to the Rocket Factory.","_ho_I'll let the guys below know, they can open the door to the Rocket Factory._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@6:0","Nice! Everything is fixed now!","_ho_Nice! Everything is fixed now!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@6:1","Thanks for figuring it out, you're a life saver.","_ho_Thanks for figuring it out, you're a life saver._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@6:2","I'll let the folks below know, they can open the door to the Rocket Factory.","_ho_I'll let the folks below know, they can open the door to the Rocket Factory._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:0","No no no no no no","_ho_No no no no no no_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:1","Everything's stuck now!","_ho_Everything's stuck now!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:2","The rail line is... the rail is functional?","_ho_The rail line is... the rail is functional?_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:3","Well....... that's enough for the folks at the Rocket Factory, so I'll let them know.","_ho_Well....... that's enough for the folks at the Rocket Factory, so I'll let them know._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:4","If you want to fix the rest of the jungle, you should really go to the desert though.","_ho_If you want to fix the rest of the jungle, you should really go to the desert though._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@7:5","Some archeologist mentioned <#ff9040>A Scroll</color>, some super powerful artifact.","_ho_Some archeologist mentioned <#ff9040>A Scroll</color>, some super powerful artifact._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@8:0","Nice! You found the scroll!","_ho_Nice! You found the scroll!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@8:1","Thanks for fixing everything, you're a life saver.","_ho_Thanks for fixing everything, you're a life saver._ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@9:0","No no no no no no","_ho_No no no no no no_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@9:1","Wait... everything is okay?","_ho_Wait... everything is okay?_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@9:2","Huh... how did you manage to do that?","_ho_Huh... how did you manage to do that?_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@9:3","Well thanks a bunch.I'm glad someone here knows what they're doing!","_ho_Well thanks a bunch.I'm glad someone here knows what they're doing!_ho_",
"Map/EightPuzzle/STile (8)/Objects/Upstairs/Secretary@9:4","I'll let the folks at the Rocket Factory know, the door should be open.","_ho_I'll let the folks at the Rocket Factory know, the door should be open._ho_",
"Map/EightPuzzle/STile (9)/Objects/Intern Health Care@0:0","Did you know we get free healthcare after our 365th day of working?","_ho_Did you know we get free healthcare after our 365th day of working?_ho_",
"Map/EightPuzzle/STile (9)/Objects/Intern Health Care@0:1","Just need to stay healthy for 332 more days!","_ho_Just need to stay healthy for 332 more days!_ho_",
"Map/World Grid/BaseDecorations/From Magitech/Outside/TruckHorizontal/Drew@0:0","Dump truck delivered.","_ho_Dump truck delivered._ho_",
"Map/World Grid/BaseDecorations/Romeo@0:0","Heavens, how did you get here?","_ho_Heavens, how did you get here?_ho_",
"Map/World Grid/BaseObjects/Intern5@0:0","Sorry pal... the Rocket Factory is closed until this rail line is permanently fixed.","_ho_Sorry pal... the Rocket Factory is closed until this rail line is permanently fixed._ho_",
"Map/World Grid/BaseObjects/Intern5@1:0","The rail line's fixed? Head on into the Rocket Factory then!","_ho_The rail line's fixed? Head on into the Rocket Factory then!_ho_",
"Map/World Grid/BaseObjects/Intern5@2:0","...","_ho_..._ho_",
"Map/World Grid/BaseObjects/Jungle Marking@0:0","Tourists: Beware of Gentrification","_ho_Tourists: Beware of Gentrification_ho_",
