"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/Military 16Puzzle/Military STile (8)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_ho_Spawn: Scissors_ho_",
"Map/Military 16Puzzle/Military STile (8)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_ho_Confirm Unit?_ho_",
"Map/Military 16Puzzle/Military STile (8)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_ho_Sending unit!_ho_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@0:0","Spawn: Rock","_ho_Spawn: Rock_ho_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@1:0","Spawn: Paper","_ho_Spawn: Paper_ho_",
"Map/Military 16Puzzle/Military STile (9)/Objects/MilitaryUnspawnedAlly/New Unit Flag@2:0","Spawn: Scissors","_ho_Spawn: Scissors_ho_",
"Map/Military 16Puzzle/Military STile (9)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:0","Confirm Unit?","_ho_Confirm Unit?_ho_",
"Map/Military 16Puzzle/Military STile (9)/Objects/New Unit Selector Spawn/New Unit Confirmer@0:1","Sending unit!","_ho_Sending unit!_ho_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@0:0","Oh... don't tell anyone I'm here...","_ho_Oh... don't tell anyone I'm here..._ho_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@0:1","I don't feel like fighting in this war.","_ho_I don't feel like fighting in this war._ho_",
"Map/World Grid/BaseDecorations/Outside Map/Off Duty Alien 3@1:0","Oh... I'm free?","_ho_Oh... I'm free?_ho_",
"Map/World Grid/Objects/Commander@0:0","What? You want our <#e6e639>explosives</color>?","_ho_What? You want our <#e6e639>explosives</color>?_ho_",
"Map/World Grid/Objects/Commander@0:1","Son, we need to WIN. These no good aliens are trying to take our land, and I WILL NOT LET THAT HAPPEN.","_ho_Son, we need to WIN. These no good aliens are trying to take our land, and I WILL NOT LET THAT HAPPEN._ho_",
"Map/World Grid/Objects/Commander@0:2","Ahem.","_ho_Ahem._ho_",
"Map/World Grid/Objects/Commander@0:3","This table is where we simulate their attacks.","_ho_This table is where we simulate their attacks._ho_",
"Map/World Grid/Objects/Commander@0:4","Let's see if you have any bright ideas. We NEED to win.","_ho_Let's see if you have any bright ideas. We NEED to win._ho_",
"Map/World Grid/Objects/Commander@1:0","You're lucky that was just a simulation kiddo.","_ho_You're lucky that was just a simulation kiddo._ho_",
"Map/World Grid/Objects/Commander@1:1","Now quit playing, we have a war to win!","_ho_Now quit playing, we have a war to win!_ho_",
"Map/World Grid/Objects/Commander@2:0","<var>MilitaryCommanderHint</var>","_ho_<var>MilitaryCommanderHint</var>_ho_",
"Map/World Grid/Objects/Commander@2:1","Now quit playing, we have a war to win!","_ho_Now quit playing, we have a war to win!_ho_",
"Map/World Grid/Objects/Commander@3:0","You've defeated the main forces! The commander should be somewhere out there still though.","_ho_You've defeated the main forces! The commander should be somewhere out there still though._ho_",
"Map/World Grid/Objects/Commander@4:0","Great work kiddo! You can have the extra munitions.","_ho_Great work kiddo! You can have the extra munitions._ho_",
"Map/World Grid/Objects/Commander@4:1","They better think again next time they try and invade us.","_ho_They better think again next time they try and invade us._ho_",
"Map/World Grid/Objects/Commander@5:0","What the hell you KILLED their commander?!","_ho_What the hell you KILLED their commander?!_ho_",
"Map/World Grid/Objects/Commander@5:1","Great work kiddo! You can have the extra munitions.","_ho_Great work kiddo! You can have the extra munitions._ho_",
"Map/World Grid/Objects/Commander@5:2","Do whatever you want with the skull, I don't need it.","_ho_Do whatever you want with the skull, I don't need it._ho_",
"Map/World Grid/Objects/Fixer@0:0","Rats...","_ho_Rats..._ho_",
"Map/World Grid/Objects/Fixer@1:0","Woah! That's some advanced technique.","_ho_Woah! That's some advanced technique._ho_",
"Map/World Grid/Objects/Fixer@2:0","...","_ho_..._ho_",
"Map/World Grid/Objects/Private@0:0","We've only got enough supplies for one shot.","_ho_We've only got enough supplies for one shot._ho_",
"Map/World Grid/Objects/Private@0:1","Don't mess it up!","_ho_Don't mess it up!_ho_",
"Map/World Grid/Objects/Private@1:0","Phew, I thought we were left for dead there.","_ho_Phew, I thought we were left for dead there._ho_",
"Map/World Grid/Objects/Robot Supply Watched@0:0","Hands off. Supplies required for military conflict.","_ho_Hands off. Supplies required for military conflict._ho_",
"Map/World Grid/Objects/Robot Supply Watched@1:0","Orders remain: protect excess supplies.","_ho_Orders remain: protect excess supplies._ho_",
"Map/World Grid/Objects/Robot@0:0","You got it, no pressure! :)","_ho_You got it, no pressure! :)_ho_",
"Map/World Grid/Objects/Robot@1:0","Nice job! I knew you could do it. :D","_ho_Nice job! I knew you could do it. :D_ho_",
"Map/World Grid/Objects/Sergeant@0:0","If we run the simulation a few more times, success is inevitable!","_ho_If we run the simulation a few more times, success is inevitable!_ho_",
"Map/World Grid/Objects/Sergeant@0:1","Even if it takes 14 million simulations, there has to be one!","_ho_Even if it takes 14 million simulations, there has to be one!_ho_",
"Map/World Grid/Objects/Sergeant@1:0","That was the last of our supplies!","_ho_That was the last of our supplies!_ho_",
"Map/World Grid/Objects/Sergeant@1:1","This time it's for real though. Good luck!","_ho_This time it's for real though. Good luck!_ho_",
"Map/World Grid/Objects/Sergeant@2:0","I'm here to control the simulation.","_ho_I'm here to control the simulation._ho_",
"Map/World Grid/Objects/Sergeant@2:1","Do you want me to restart it?","_ho_Do you want me to restart it?_ho_",
"Map/World Grid/Objects/Sergeant@2:2","Alright, let's give it another shot!","_ho_Alright, let's give it another shot!_ho_",
"Map/World Grid/Objects/Sergeant@3:0","Phew, good thing that one wasn't a simulation!","_ho_Phew, good thing that one wasn't a simulation!_ho_",
"Map/World Grid/Objects/WarningSign@0:0","Warning! Progress in The Flats <wavy>will not be saved!</wavy>","_ho_Warning! Progress in The Flats <wavy>will not be saved!</wavy>_ho_",
"Map/World Grid/Objects/WarningSign@0:1","If you quit or leave the area during a run, you will have to restart!","_ho_If you quit or leave the area during a run, you will have to restart!_ho_",
"Map/World Grid/Objects/WarningSign@1:0","You won! Congratulations!!","_ho_You won! Congratulations!!_ho_",
