"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/World Grid/BaseObjects/Romeo@6:0","Juliet, give me a sign!","_ho_Juliet, give me a sign!_ho_",
"Map/World Grid/BaseObjects/Romeo@6:1","This long distance relationship truly is devastating.","_ho_This long distance relationship truly is devastating._ho_",
"Map/World Grid/NAV/Jungle Intern 1@0:0","Did you hear? Baron found some sort of... magical jungle artifact. Think there are any more?","_ho_Did you hear? Baron found some sort of... magical jungle artifact. Think there are any more?_ho_",
"Map/World Grid/NAV/Jungle Intern 2@0:0","Not after *I* get through the jungle. If you know what I mean. Haha.","_ho_Not after *I* get through the jungle. If you know what I mean. Haha._ho_",
"Ocean Hints@0","Press <Cycle Equip> to stow The Anchor.","_ho_Press <Cycle Equip> to stow The Anchor._ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (1)","Coffee","_ho_Coffee_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (10)","Golden Fish","_ho_Golden Fish_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (11)","Rock","_ho_Rock_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (12)","Sunglasses","_ho_Sunglasses_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (12)/Sunglasses Total Text","2","_ho_2_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (13)","Slider Base","_ho_Slider Base_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (14)","Slider Walls","_ho_Slider Walls_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (15)","Slider Wires","_ho_Slider Wires_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (16)","Explosives","_ho_Explosives_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (17)","Gem Transporter","_ho_Gem Transporter_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (19)","Gem Fuel Recipe","_ho_Gem Fuel Recipe_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (20)","$1000000","_ho_$1000000_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (3)","Wrench","_ho_Wrench_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (4)","Wire Cutters","_ho_Wire Cutters_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (5)","Flashlight","_ho_Flashlight_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (6)","Boating License","_ho_Boating License_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (7)","Treasure Chest","_ho_Treasure Chest_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (8)","Rose","_ho_Rose_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem (9)","Mushroom","_ho_Mushroom_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge","Breadge","_ho_Breadge_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Breadge/Breadge Total Text","9","_ho_9_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Crystal Sample","Crystal Sample","_ho_Crystal Sample_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Fezziwig gem","Magical Gem","_ho_Magical Gem_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem MountainKeys","Basement Key","_ho_Basement Key_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil","Oil","_ho_Oil_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem Oil/Oil Total Text","4","_ho_4_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Items/ArtifactInventoryItem StationKeys","Station Key","_ho_Station Key_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Anchor","Anchor","_ho_Anchor_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots","Boots","_ho_Boots_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Boots Upgrade","Boots+","_ho_Boots+_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll of Realigning","Scroll of Realigning","_ho_Scroll of Realigning_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Special Items/Scroll Scrap","Scroll Scap","_ho_Scroll Scap_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel/Text/ItemNameText","Collection","_ho_Collection_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/InventoryPanel@LegendaryCheeseburger:0","Legendary ""Burger""","_ho_Legendary ""Burger""_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameText","Map","_ho_Map_ho_",
"OceanArtifactCanvas/ArtifactFrame/ScreenMask/WorldMapPanel/Text/AreaNameTextBG","Map","_ho_Map_ho_",
"OceanArtifactCanvas/ArtifactFrame/Tabs/Realigning Tabs/LoadTextHolder/Load TMP Text","Load!","_ho_Load!_ho_",
"OceanArtifactCanvas/ArtifactFrame/Tabs/Realigning Tabs/SaveTextHolder/Save TMP Text","Save!","_ho_Save!_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Dialogue/BlackBG/Main Text","> Something went wrong!","_ho_> Something went wrong!_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGLeft/Main Text","What'll it be?","_ho_What'll it be?_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Booty Button/Button Text","Booty","_ho_Booty_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Exit Button/Button Text","Exit","_ho_Exit_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Talk Button/Button Text","Talk","_ho_Talk_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/A Budding Romance/Button Text","A Budding Romance","_ho_A Budding Romance_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Business/Button Text","Business","_ho_Business_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Eruption/Button Text","Eruption","_ho_Eruption_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Magical Spells/Button Text","Magical Spells","_ho_Magical Spells_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Shipwreck/Button Text","Shipwreck","_ho_Shipwreck_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Tangled Up/Button Text","Tangled Up","_ho_Tangled Up_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/The Veil/Button Text","The Veil","_ho_The Veil_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Coin to be Had/Button Text","Coin to be Had","_ho_Coin to be Had_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Rumor Mill /Button Text","Rumor Mill","_ho_Rumor Mill_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/The World/Button Text","The World","_ho_The World_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Who are You/Button Text","Who are You","_ho_Who are You_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Exit Menu Button/Button Text","Exit
","_ho_Exit
_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Aliens/Button Text","Aliens","_ho_Aliens_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Mushrooms/Button Text","Mushrooms","_ho_Mushrooms_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Swift Victory/Button Text","Swift Victory","_ho_Swift Victory_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/The Tavern/Button Text","The Tavern","_ho_The Tavern_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Canopy Town/Button Text","Canopy Town","_ho_Canopy Town_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Space/Button Text","Space","_ho_Space_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Stonybrook Village/Button Text","Stonybrook Village","_ho_Stonybrook Village_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/The Flats/Button Text","The Impact Zone","_ho_The Impact Zone_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGRight/Credits Text","2 Credits","_ho_2 Credits_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGRight/Dialogue","Care to chat?","_ho_Care to chat?_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGLeft/Horizontal Layout Group/All Sliders/Number","1","_ho_1_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGLeft/Horizontal Layout Group/Bob's Favor/Number","6","_ho_6_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGLeft/Horizontal Layout Group/Free Slider/Number","0","_ho_0_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGLeft/Horizontal Layout Group/Tavern Cat/Number","4","_ho_4_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGLeft/Horizontal Layout Group/Tavern Jukebox/Number","2","_ho_2_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGRight/Dialogue Border/Dialogue","Free Slider","_ho_Free Slider_ho_",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGRight/Exit Button/Button Text","Exit
","_ho_Exit
_ho_",
"OceanShopCanvas/ShopPanel/Collectible Acquired Effect/Background Mask/Item Acquired Text","Item Acquired!","_ho_Item Acquired!_ho_",
"OceanShopCanvas/ShopPanel/Collectible Acquired Effect@Acquired:0","<item/> Acquired!","_ho_<item/> Acquired!_ho_",
"OceanShopCanvas/ShopPanel@ABuddingRomance:0","I don't like to gossip, but... that Romeo REALLY wants to get with Juliet. It's really been weighing him down. If you can be a solid wingman, maybe he can get his message across.","_ho_I don't like to gossip, but... that Romeo REALLY wants to get with Juliet. It's really been weighing him down. If you can be a solid wingman, maybe he can get his message across._ho_",
"OceanShopCanvas/ShopPanel@ABuddingRomance:1","Beware of disturbing the seas though. Too much water can sink even the most heartfelt messages.","_ho_Beware of disturbing the seas though. Too much water can sink even the most heartfelt messages._ho_",
"OceanShopCanvas/ShopPanel@Aliens:0","Some shifty-looking fellows walked in a while ago. They pay well so I can't complain, but something seems different about them.","_ho_Some shifty-looking fellows walked in a while ago. They pay well so I can't complain, but something seems different about them._ho_",
"OceanShopCanvas/ShopPanel@Aliens:1","They looked in an awful hurry, carrying something with them too.","_ho_They looked in an awful hurry, carrying something with them too._ho_",
"OceanShopCanvas/ShopPanel@Business:0","The Tavern Pass we're trying out is pretty neat, huh?","_ho_The Tavern Pass we're trying out is pretty neat, huh?_ho_",
"OceanShopCanvas/ShopPanel@Business:1","Don't ask too much about the rewards. Oh, but for the final reward, I'll do anything you want!","_ho_Don't ask too much about the rewards. Oh, but for the final reward, I'll do anything you want!_ho_",
"OceanShopCanvas/ShopPanel@Business:2","Looks like under your name we have registered that you want to go to the Jungle up north.","_ho_Looks like under your name we have registered that you want to go to the Jungle up north._ho_",
"OceanShopCanvas/ShopPanel@Business:3","Anyways, I can definitely help you on your way to Canopy Town if you finish our Tavern Pass.","_ho_Anyways, I can definitely help you on your way to Canopy Town if you finish our Tavern Pass._ho_",
"OceanShopCanvas/ShopPanel@Business:4","Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!","_ho_Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!_ho_",
"OceanShopCanvas/ShopPanel@Business:5","Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!","_ho_Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!_ho_",
"OceanShopCanvas/ShopPanel@CanopyTown:0","A treetop town in the jungle to the North. Used to be nice and quiet, perfect for a picnic.","_ho_A treetop town in the jungle to the North. Used to be nice and quiet, perfect for a picnic._ho_",
"OceanShopCanvas/ShopPanel@CanopyTown:1","Some blowhard named Barron hurried into the place and started up all sorts of business and noise.","_ho_Some blowhard named Barron hurried into the place and started up all sorts of business and noise._ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:0","Welcome back sailor!","_ho_Welcome back sailor!_ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:1","Welcome to the Wooden Wheel!","_ho_Welcome to the Wooden Wheel!_ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:2","Find anything interesting today?","_ho_Find anything interesting today?_ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:3","Looks like a good day to set sail!","_ho_Looks like a good day to set sail!_ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:4","Buccaneer Bob, at your service.","_ho_Buccaneer Bob, at your service._ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:5","What can I do for you today?","_ho_What can I do for you today?_ho_",
"OceanShopCanvas/ShopPanel@DefaultMain:6","Ahoy there!","_ho_Ahoy there!_ho_",
"OceanShopCanvas/ShopPanel@Eruption:0","Legends say the volcano only erupts when the rocks align, at least according to the old heads.","_ho_Legends say the volcano only erupts when the rocks align, at least according to the old heads._ho_",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:0","Well, we've got a new business model- Oh, what's that? Your cat, <var>Cat</var>? I wager that's what the boys saw floating eastward!","_ho_Well, we've got a new business model- Oh, what's that? Your cat, <var>Cat</var>? I wager that's what the boys saw floating eastward!_ho_",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:1","You'd better keep yourself safe - military was deployed there. Even blocked off access from the Shifting Seas. If you really want to go, I reckon you ought to go around the long way, through Canopy Town and the Factory.","_ho_You'd better keep yourself safe - military was deployed there. Even blocked off access from the Shifting Seas. If you really want to go, I reckon you ought to go around the long way, through Canopy Town and the Factory._ho_",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:2","But don't worry, I've got something perfect for you! Look pal, we're trying a new, ""Business"" model. Remember that tavern pass I mentioned?","_ho_But don't worry, I've got something perfect for you! Look pal, we're trying a new, ""Business"" model. Remember that tavern pass I mentioned?_ho_",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:3","How it works is, YOU bring me treasures from around the sea, and I'LL give you some points. Get enough points and you'll get a reward! For the last reward, I can even help you reach your cat.","_ho_How it works is, YOU bring me treasures from around the sea, and I'LL give you some points. Get enough points and you'll get a reward! For the last reward, I can even help you reach your cat._ho_",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:4","I'm calling it, ""Bob's Tavern Pass""! As my first subscriber, you get the first tier for free.","_ho_I'm calling it, ""Bob's Tavern Pass""! As my first subscriber, you get the first tier for free._ho_",
"OceanShopCanvas/ShopPanel@FinalChallengeReminder:0","If you fix my island with that tablet of yours, I can help you cross over to Canopy Town.","_ho_If you fix my island with that tablet of yours, I can help you cross over to Canopy Town._ho_",
"OceanShopCanvas/ShopPanel@FinalChallengeReminder:1","I'll bust out the old axe and cut the trees above the tavern.","_ho_I'll bust out the old axe and cut the trees above the tavern._ho_",
"OceanShopCanvas/ShopPanel@FirstTime:0","Ahoy matey! Welcome to Buccaneer Bob's. Here in the Shifting Seas, freedom is our creed. Just don't get lost -- the oceans are filled with treasure.","_ho_Ahoy matey! Welcome to Buccaneer Bob's. Here in the Shifting Seas, freedom is our creed. Just don't get lost -- the oceans are filled with treasure._ho_",
"OceanShopCanvas/ShopPanel@FirstTime:1","Now what are we looking for? Drinks, perhaps? Or are you interested in my all-new Tavern Pass?","_ho_Now what are we looking for? Drinks, perhaps? Or are you interested in my all-new Tavern Pass?_ho_",
"OceanShopCanvas/ShopPanel@FirstTimeWithAnchor:0","What's that? You've already got an <#2e44f0>anchor</color>?! We've got a legend in the making, no doubt!","_ho_What's that? You've already got an <#2e44f0>anchor</color>?! We've got a legend in the making, no doubt!_ho_",
"OceanShopCanvas/ShopPanel@MagicalSpells:0","Some funky fellow, Fezziwig, been messing around with some magicks. This whole world's gone a bit crazy recently, hasn't it?","_ho_Some funky fellow, Fezziwig, been messing around with some magicks. This whole world's gone a bit crazy recently, hasn't it?_ho_",
"OceanShopCanvas/ShopPanel@Mushrooms:0","Don't tell anyone, but I love slipping mushrooms into some of my drinks. Think of it as a secret ingredient of sorts.","_ho_Don't tell anyone, but I love slipping mushrooms into some of my drinks. Think of it as a secret ingredient of sorts._ho_",
"OceanShopCanvas/ShopPanel@NoAnchor:0","Hold on now, it seems you've got no coin in those pockets!","_ho_Hold on now, it seems you've got no coin in those pockets!_ho_",
"OceanShopCanvas/ShopPanel@NoAnchor:1","And you don't have an <#2e44f0>anchor</color>? Every self-respecting pirate has an anchor!","_ho_And you don't have an <#2e44f0>anchor</color>? Every self-respecting pirate has an anchor!_ho_",
"OceanShopCanvas/ShopPanel@NoAnchor:2","Quickly now, go find one. I don't want people seein' an anchorless schmuck in my tavern. Bring one back and I'll see what I can do for you.","_ho_Quickly now, go find one. I don't want people seein' an anchorless schmuck in my tavern. Bring one back and I'll see what I can do for you._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:0","...","_ho_..._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:1","Wish you could stay, but something tells me you have places to be.","_ho_Wish you could stay, but something tells me you have places to be._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:10","Safe travels! And welcome to the Jungle.","_ho_Safe travels! And welcome to the Jungle._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:11","Bring me back a souvenir.","_ho_Bring me back a souvenir._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:2","> You watch as he leaves, with haste and his sharp axe.","_ho_> You watch as he leaves, with haste and his sharp axe._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:3","> He takes large strides, his massive figure easily pushing the tavern doors open.","_ho_> He takes large strides, his massive figure easily pushing the tavern doors open._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:4","> You sneak a peak through the window.","_ho_> You sneak a peak through the window._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:5","*CHOP, CHOP, CHOP*","_ho_*CHOP, CHOP, CHOP*_ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:6","> He cuts them down... so easily.","_ho_> He cuts them down... so easily._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:7","> Of course, he'd wipe some sweat from his brow. But this was of no effort to a man like Bob.","_ho_> Of course, he'd wipe some sweat from his brow. But this was of no effort to a man like Bob._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:8","> He doesn't notice you watching through the window as he makes his way back in.","_ho_> He doesn't notice you watching through the window as he makes his way back in._ho_",
"OceanShopCanvas/ShopPanel@OceanComplete:9","> Axe on shoulder, he pushes the doors open and hops over the bar counter.","_ho_> Axe on shoulder, he pushes the doors open and hops over the bar counter._ho_",
"OceanShopCanvas/ShopPanel@Shipwreck:0","Heard the Black Trident broke upon some rocks earlier today. Poor Catbeard. Might be worth searching the area.","_ho_Heard the Black Trident broke upon some rocks earlier today. Poor Catbeard. Might be worth searching the area._ho_",
"OceanShopCanvas/ShopPanel@Space:0","You want to know how to get up amongst the stars?","_ho_You want to know how to get up amongst the stars?_ho_",
"OceanShopCanvas/ShopPanel@Space:1","Well, the folks at the Magic Research Institute have been working on a rocket, so it might be your lucky day. Here, I'll show you on your map.","_ho_Well, the folks at the Magic Research Institute have been working on a rocket, so it might be your lucky day. Here, I'll show you on your map._ho_",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:0","Well... to be honest, never expected you to finish my battle pass. You really wanna find <var>Cat</var>?, eh?","_ho_Well... to be honest, never expected you to finish my battle pass. You really wanna find <var>Cat</var>?, eh?_ho_",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:1","Now that you've about explored the whole damn ocean, I reckon it's about time to put things in their rightful places.","_ho_Now that you've about explored the whole damn ocean, I reckon it's about time to put things in their rightful places._ho_",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:2","If you fix my island with that tablet of yours, I can help you cross over to Canopy Town. Only need the tavern part and the two beaches.","_ho_If you fix my island with that tablet of yours, I can help you cross over to Canopy Town. Only need the tavern part and the two beaches._ho_",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:3","I'll bust out the old axe and cut the trees north of the tavern.","_ho_I'll bust out the old axe and cut the trees north of the tavern._ho_",
"OceanShopCanvas/ShopPanel@StonybrookVillage:0","My hometown! A quaint little village to the West.","_ho_My hometown! A quaint little village to the West._ho_",
"OceanShopCanvas/ShopPanel@StonybrookVillage:1","Always used to play in this hidden cave behind the waterfall, made a lot of memories there. I should go back and visit sometime soon.","_ho_Always used to play in this hidden cave behind the waterfall, made a lot of memories there. I should go back and visit sometime soon._ho_",
"OceanShopCanvas/ShopPanel@SwiftVictory:0","An old ship helmed by the good Captain Mako, anchored to the South. Used to run with his crew before I opened the tavern.","_ho_An old ship helmed by the good Captain Mako, anchored to the South. Used to run with his crew before I opened the tavern._ho_",
"OceanShopCanvas/ShopPanel@SwiftVictory:1","I don't mean to be rude but... he's a bit washed up now.","_ho_I don't mean to be rude but... he's a bit washed up now._ho_",
"OceanShopCanvas/ShopPanel@TangledUp:0","Pierre the fisherman has his buoys in a mess. Can't say this is the first time either.","_ho_Pierre the fisherman has his buoys in a mess. Can't say this is the first time either._ho_",
"OceanShopCanvas/ShopPanel@TheFlats:0","The plains to the east, now a hot-zone full of our nation's military.","_ho_The plains to the east, now a hot-zone full of our nation's military._ho_",
"OceanShopCanvas/ShopPanel@TheFlats:1","I'm not sure what's happening, but word is it has to do with The Cataclysm.","_ho_I'm not sure what's happening, but word is it has to do with The Cataclysm._ho_",
"OceanShopCanvas/ShopPanel@TheFlats:2","If your cat really is there, then you'll have to go the long way around. Head north to Canopy Town, then east to the Factory. Then you should have access the military zone.","_ho_If your cat really is there, then you'll have to go the long way around. Head north to Canopy Town, then east to the Factory. Then you should have access the military zone._ho_",
"OceanShopCanvas/ShopPanel@TheImpactZone:0","Big, ancient crater that formed a desert to the north.","_ho_Big, ancient crater that formed a desert to the north._ho_",
"OceanShopCanvas/ShopPanel@TheImpactZone:1","Some tell tall tales of strange happenings, things that can't be explained. I don't believe a word of it.","_ho_Some tell tall tales of strange happenings, things that can't be explained. I don't believe a word of it._ho_",
"OceanShopCanvas/ShopPanel@TheTavern:0","Business has taken a hit recently, with The Cataclysm and all that, but we're still afloat. Talk to some of the customers here, you might learn something!","_ho_Business has taken a hit recently, with The Cataclysm and all that, but we're still afloat. Talk to some of the customers here, you might learn something!_ho_",
"OceanShopCanvas/ShopPanel@TheVeil:0","There's a treacherous patch of foggy sea down south we call ""The Veil"". Who knows what the mist may be hiding.","_ho_There's a treacherous patch of foggy sea down south we call ""The Veil"". Who knows what the mist may be hiding._ho_",
"OceanShopCanvas/ShopPanel@TheVeil:1","Tales tell of a song of THREE pairs of verses needed to navigate it. Think it started with ""West, South,"", but I forgot the rest.","_ho_Tales tell of a song of THREE pairs of verses needed to navigate it. Think it started with ""West, South,"", but I forgot the rest._ho_",
"OceanShopCanvas/ShopPanel@TheVeil:2","Maybe others know the rest of the song? Or it might be written down, eroded away in sand.","_ho_Maybe others know the rest of the song? Or it might be written down, eroded away in sand._ho_",
"OceanShopCanvas/ShopPanel@TurnInAnchor:0","Aye, that's a solid tool there. In fact, that was awfully quick. Keep it up, and you might just make a name for yourself around here.","_ho_Aye, that's a solid tool there. In fact, that was awfully quick. Keep it up, and you might just make a name for yourself around here._ho_",
"OceanShopCanvas/ShopPanel@TurnInGoldenFish:0","Catch of the day, eh? They say a golden fish brings good tidings.","_ho_Catch of the day, eh? They say a golden fish brings good tidings._ho_",
"OceanShopCanvas/ShopPanel@TurnInMagicalGem:0","A magical gem! Heard them hard-hat types are mining for these babies in the mountains.","_ho_A magical gem! Heard them hard-hat types are mining for these babies in the mountains._ho_",
"OceanShopCanvas/ShopPanel@TurnInMultipleItems:0","A fine haul! You'd make a smashing pirate.","_ho_A fine haul! You'd make a smashing pirate._ho_",
"OceanShopCanvas/ShopPanel@TurnInMushroom:0","Never seen anything like this before. Maybe I should try it in a new cocktail...","_ho_Never seen anything like this before. Maybe I should try it in a new cocktail..._ho_",
"OceanShopCanvas/ShopPanel@TurnInRock:0","Is this what I think it is? How'd you even get this? You, my friend, are something special.","_ho_Is this what I think it is? How'd you even get this? You, my friend, are something special._ho_",
"OceanShopCanvas/ShopPanel@TurnInRose:0","You one of those hopeless romantic types? I appreciate the sentiment.","_ho_You one of those hopeless romantic types? I appreciate the sentiment._ho_",
"OceanShopCanvas/ShopPanel@TurnInTreasureChest:0","A treasure chest? The One Piece is Real!","_ho_A treasure chest? The One Piece is Real!_ho_",
"OceanShopCanvas/ShopPanel@Visiting:0","Visiting are you? Enjoy your stay!","_ho_Visiting are you? Enjoy your stay!_ho_",
"OceanShopCanvas/ShopPanel@WhoAreYou:0","Grew up in Stonybrook Village, lived the quiet life but I always wanted more. Joined a pirate crew young, eventually retired and took up business here.","_ho_Grew up in Stonybrook Village, lived the quiet life but I always wanted more. Joined a pirate crew young, eventually retired and took up business here._ho_",
"OceanShopCanvas/ShopPanel@WhoAreYou:1","I wanted to stay close to the sea and my people. Can't say I'm not lucky to have lived the life I have.","_ho_I wanted to stay close to the sea and my people. Can't say I'm not lucky to have lived the life I have._ho_",
