"Slider.v1.0.12","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@19:0","You've been a wonderful research partner.","넌 정말 훌륭한 연구 파트너야.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@2:0","We can't process the crystals without power!","전력 없이는 크리스탈을 가공할 수 없어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@2:1","There must be a power source around here somewhere.","여기 어딘가에 전원이 있을 거야.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@20:0","Wait until the folks back at the MRI hear about this tech. The rocket program is saved!","MRI 사람들이 이 기술 얘기 들으면 뭐라고 할지. 로켓 프로그램을 구했어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@3:0","You hotwired the generator? You're a helluva engineer!","발전기를 직접 연결했어? 너, 대단한 기술자구나!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@3:1","Now lets get this extractor loaded up with some crystals. Use the minecart!","이제 추출기에 크리스탈을 넣어보자. 광산 수레를 써!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:0","The crystals, they shattered!","크리스탈이 부서졌어!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:1","Make sure not to move the extractor with a crystal inside. These things are unstable!","크리스탈 들어있을 때 추출기 움직이지 마. 이거 불안정하거든!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@4:2","Let's try that again. Bring me another crystal.","다시 해보자. 크리스탈 하나 더 가져와.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@5:0","We got the crystals! Now let's get the processor powered.","크리스탈 얻었어! 이제 가공기에 전원 넣자.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@5:1","Be careful not to move the machine, or the crystals will disolve!","조심해, 기계 움직이면 크리스탈 부서져버려!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@6:0","Alright the processor is all ready to go! This should make some good goop.","좋아 가공기 다 준비됐어! 이제 좋은 점액 만들 수 있을 거야.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@7:0","Power: check. Crystal: check.","전력: 체크. 크리스탈: 체크.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@7:1","Let's do this!","해보자!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:0","Oh no ohhhh nooooo...","오, 안 돼, 안 돼에에...",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:1","This... this was not in the manual.","이 상황은... 매뉴얼에 없던 건데.",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@8:2","Hmm... looks like we're gonna need a replacement tank. Can you get that fixed real quick?","흠... 대체할 만한 탱크가 필요할 것 같아. 빨리 고칠 수 있겠어?",
"Map/EightPuzzle/MountainSTile (4)/Objects/Sara@9:0","You found one!","찾았구나!",
"Map/EightPuzzle/MountainSTile (4)/Objects/Thin Ice Sign@0:0","DANGER: Thin ice. 
No heavy objects.","위험!! : 얇은 얼음. \n무거운 물체 금지.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:0","*Sob* They dont *sob* understand","*흐윽...* 저 사람들은, *훌쩍...* 이해 못하잖아",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:1","I built that elevator over there... fine piece of work, isn't she?","제가 저기 엘리베이터를 만들었어요... 정말 걸작이죠, 그렇죠?",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:2","But, I made it go up... AND down... but they only ever *sob* use it to go up!","하지만, 올라가게도... 내려가게도 만들었는데... *흐윽...* 올라갈 때만 써요!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:3","""Just drop it through the ice"" they say... *sob* ""The crystals are fine"" ","저들은 ""그냥 얼음 사이로 떨어뜨려"" 라고 하죠... *훌쩍...* ""크리스탈은 괜찮아""",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:4","I can't stand to see my efforts wasted... I can't work like this...","제 노력이 헛되게 된 걸 볼 수가 없어요...  이렇게는 일할 수 없어요...",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@0:5","I just *sob* want to see the elevator go *sob* down","그저... *흐흑...* 엘리베이터가... *훌쩍...* 내려가는 걸 보고 싶어요",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:0","*Sob* when will... wait a second","*흐윽...* 언제... 잠깐만요",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:1","You did it! You *sob* actually did it!","해내셨어요! 정말로... *훌쩍...* 해내셨어요!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:2","I'm not a failure after all!","결국 제가 실패자는 아니었군요!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:3","Thank you for demonstrating true bravery.","진정한 용기를 보여주셔서... 감사합니다.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@1:4","Now let's keep inventing!","이제 계속 발명해 나가죠!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@2:0","I have so many ideas!","아이디어가 정말 많아요!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:0","You fixed the pipe? Sorry I was a little *sob* distracted.","파이프를 고치셨나요? 죄송해요, 제가 좀... *흑...* 정신이 없었어요.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:1","Wait there's a researcher here? And she wants to use *my* creations?","잠깐, 여기 연구원이 왔다고요? 그리고 ""제 발명품""을 쓰고 싶어 한대요?",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:2","That's so *sob* amazing!","정말... *으흑...* 놀라워요!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@3:3","Sorry I can't help, still a little *sob* shaken up.","죄송하지만 도와드릴 수가 없어요, 아직도 좀... *흐윽...* 놀라서요.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@4:0","The heater works and the waterwheel is *sob* turning again?","히터가 작동하고 물레바퀴가... *훌쩍...* 다시 돌아가나요?",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@4:1","That's *sob* amazing! Tell that scientist I say thanks.","정말... *흐흑...* 대단해요! 그 과학자에게 제 감사 인사를 전해주세요.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@5:0","Oh how they treasure my creations, it brings a tear to my eye. *sob* ","오, 그들이 제 발명품을 소중히 여기는 게... *흑...* 눈물이 날 정도예요.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@6:0","We're so close to *sob* having everything fixed, but all the rails are jumbled.","모든 걸 고치는 데... *흐윽...* 거의 다 왔는데, 모든 레일이 뒤죽박죽이에요.",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@7:0","You *sob* did it! The Crystal Mines are functional again!","해내셨군요! *훌쩍...* 크리스탈 광산이 다시 작동하고 있어요...!",
"Map/EightPuzzle/MountainSTile (6)/Objects/Elevator Builder@7:1","You're from the factory right? Tell them everything is working on our end!","공장에서 오셨죠? 우리 쪽은 모든 게 잘 작동한다고 전해주세요!",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Juliet@0:0","My love, what a wonderful honeymoon this has been!","내 사랑, 정말 멋진 신혼여행이었소!",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Romeo@0:0","Only the best for you, my love!","당신만을 위한 최고의 여행이었어요, 내 사랑!",
"Map/EightPuzzle/MountainSTile (8)/Objects/Train Station/Romeo@0:1","Though I dare not think about our descent from these heights...","감히 이 높은 곳에서 내려갈 생각은 못하겠지만...",
"Map/World Grid/Cave MC Entrance/Bomb Sign@0:0","DANGER: Explosives.
Do not heat.","위험!! : 폭발물.\n가열하지 마시오.",
"Map/World Grid/Cave MC Entrance/Rocco@0:0","Our crystal transport cart got trapped in the tunnel collapse.","크리스탈 운반 수레가 무너진 터널에 갇혔어요.",
"Map/World Grid/Cave MC Entrance/Rocco@0:1","But you know what they say: any problem can be fixed with explosives!","하지만 아시다시피, 어떤 문제든 폭발물로 해결할 수 있죠!",
"Map/World Grid/Cave MC Entrance/Rocco@0:2","But I don't have anything to ignite them... so nothing for now.","그런데 점화할 게 없어서... 지금은 어떻게 할 수가 없네요.",
"Map/World Grid/Cave MC Entrance/Rocco@0:3","If you find something hot enough to blow these up, let me know. ","이걸 터뜨릴 만큼 뜨거운 걸 찾으시면 알려주세요.",
"Map/World Grid/Cave MC Entrance/Rocco@1:0","Haven't found anything to light these explosives, have you?","폭발물을 점화할 만한 걸 못 찾으셨나요?",
"Map/World Grid/Cave MC Entrance/Rocco@1:1","I'm getting antsy over here.","여기서 계속 안절부절못하고 있어요.",
"Map/World Grid/Cave MC Entrance/Rocco@2:0","Okay, this is probably not safe but...","음, 이건 아마 안전하지 않겠지만...",
"Map/World Grid/Cave MC Entrance/Rocco@2:1","Promise not to tell anyone?","아무에게도 말하지 않겠다고 약속하시겠어요?",
"Map/World Grid/Cave MC Entrance/Rocco@3:0","BOOM! BOOM!! BOOM!!! BOOM!!!!","쾅! 쾅!! 쾅!!! 쾅!!!!",
"Map/World Grid/Cave MC Entrance/Rocco@3:1","I mean uh... thanks for clearing that up. ","아, 그러니까... 치워주셔서 감사합니다.",
"Map/World Grid/Cave MC Entrance/Rocco@4:0","Drop the minecart on these powered rails to give her a little boost.","이 전원이 들어온 레일 위에 광산 수레를 놓으면 약간의 추진력을 얻을 수 있어요.",
"Map/World Grid/Cave MC Entrance/Rocco@5:0","Wow, look at her go!","와, 저것 좀 보세요!",
"Map/World Grid/Cave MC Entrance/Rocco@6:0","All in a days work.","하루 일과 끝이네요.",
"Map/World Grid/Cave MC Entrance/Rocco@7:0","Mmmm 
sustinance.","음... \n살았네요.",
"Map/World Grid/Crystal Mine/Crystal Danger Sign@0:0","DANGER: Unstable crystals. Avoid large, sudden movements.","위험!! : 불안정한 크리스탈. 크고 갑작스러운 움직임을 자제하시오.",
"Map/World Grid/Crystal Mine/Crystal Miner@0:0","Welcome to The Crystal Loop!","크리스탈 루프에 온 걸 환영해!",
"Map/World Grid/Crystal Mine/Crystal Miner@0:1","Whaaaaaat? You don't have a minecart?","뭐어어어? 광산 수레가 없어?",
"Map/World Grid/Crystal Mine/Crystal Miner@0:2","I'm sorry. These things are too heavy to be moved by hand.","미안. 이건 직접 들고 옮기기엔 너무 무거워.",
"Map/World Grid/Crystal Mine/Crystal Miner@1:0","Fill that minecart up with crystals!","그 광산 수레에 크리스탈을 가득 채워!",
"Map/World Grid/Crystal Mine/Crystal Miner@2:0","Now you be careful with those raw crystals.","가공하지 않은 크리스탈은 조심히 다뤄야 해.",
"Map/World Grid/Crystal Mine/Crystal Miner@2:1","They're super unstable. Any magical interference will destroy them!","엄청 불안정해서 마법의 간섭을 받으면 파괴된다고!",
"Map/World Grid/Crystal Mine/Crystal Miner@2:2","You seen all this world-moving nonsense happening lately? Don't do that.","요즘 세상을 막 움직인다는 헛소리들 들어 봤지? 그런 짓 말이야.",
"Map/World Grid/Crystal Mine/Crystal Miner@2:3","Oh, but you can drop them down that ice patch. They seem to be fine with just gravity. ","아, 근데 저 빙판 사이로 떨어뜨리는 건 괜찮아. 중력만으론 별 문제 없는 것 같아.",
"Map/World Grid/Crystal Mine/Crystal Miner@3:0","Worked here a loooooong time. Seen a lot. But know what I haven't seen?","여기서 오래오래 일했어. 많은 걸 봤지. 근데 내가 못 본 게 뭔 줄 알아?",
"Map/World Grid/Crystal Mine/Crystal Miner@3:1","Nobody's ever used that lever below me. What's it even for?","아무도 내 아래 있는 저 레버를 사용한 적이 없어. 대체 뭐에 쓰이는 건지 모르겠어.",
"Map/World Grid/Crystal Mine/Crystal Miner@4:0","Ahaaaaaaaaah that's what the lever does!","아하아아아 저 레버가 그거였구나!",
"Map/World Grid/Crystal Mine/Crystal Miner@4:1","There's always so much to learn around here.","여기엔 항상 배울 게 많아.",
"Map/World Grid/Crystal Mine/Crystal Miner@5:0","You're a pro!","넌 프로야!",
"Map/World Grid/Crystal Mine/Crystal Miner@6:0","Remember not to move anything if you want to keep those crystals in tact!","크리스탈을 온전하게 유지하고 싶으면 아무것도 움직이지 마!",
"Map/World Grid/Crystal Mine/Crystal Miner@6:1","You can drop through that ice patch, though. Seems they do just fine with gravity.","근데 저 빙판 사이로 떨어뜨리는 건 괜찮아. 중력만으론 문제없는 것 같아.",
"Map/World Grid/Crystal Mine/Crystal Miner@7:0","Think anyone would buy these if we sold em?","이거 팔면 누가 살까?",
"Map/World Grid/Crystal Mine/Crystal Miner@7:1","I mean people spend too much on fake magic crystals.","사람들이 가짜 마법 크리스탈에 너무 많은 돈을 쓰잖아.",
"Map/World Grid/Crystal Mine/Crystal Miner@7:2","Imagine what they would pay for real magic crystals!","진짜 마법 크리스탈이면 얼마나 더 낼까!",
"Map/World Grid/Elevator Area/Bottom Elevator Man@0:0","I hope this crappy generator lasts until the waterwheel is finally fixed.","이 개똥같은 발전기가 물레바퀴 고칠 때까지 버텼으면 좋겠어.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@0:1","We hooked it up to the minecart elevator real quick but its a bit... jank.","광산 수레 엘리베이터에 급하게 연결했는데 좀... 삐걱거려.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@1:0","Finally, they cleared out the cave in.","드디어 동굴 무너진 거 치웠네.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@2:0","The Crystal Extractor needs power too? Uhm... I don't know about this.","크리스탈 추출기도 전력이 필요하다고? 음... 이건 좀 걱정되는데.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@3:0","W-what are you doing???","뭐, 뭐하는 거야???",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:0","??? You blew up the generator!","??? 발전기를 폭파시켰잖아!",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:1","When boss finds out, you're soooo getting fired.","사장이 알면 넌 무조건 해고당할 거야.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:2","Wait. I'm getting fired.","잠깐. 나도 해고당하겠네.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@4:3","Don't worry I think we can fix it haha! We just need to get another Crystal. ","걱정 마, 고칠 수 있을 것 같아 하하! 크리스탈 하나만 더 구하면 돼.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:0","Phew! The elevator should be fully operational again.","휴! 엘리베이터가 다시 완전히 작동할 거야.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:1","Oh, and I capped off that exposed wire too, so don't get any ideas.","아, 그리고 노출된 전선도 막아뒀으니까 이상한 생각하지 마.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@5:2","Boss coulda done better for sure though.","뭐, 물론 사장님이 했으면 더 잘했겠지만.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@6:0","Sending carts down? I guess you could if it'll make boss happy.","수레를 내려보내? 사장님이 원하신다면 그렇게 할 수 있겠지.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@6:1","Like I guess you could.","그러니까... 할 수는 있겠다고.",
"Map/World Grid/Elevator Area/Bottom Elevator Man@7:0","Great work, boss would be proud.","잘했어, 사장님도 자랑스러워하실 거야.",
"Map/World Grid/Objects/Hot Lava Sign@0:0","DANGER: Beware of Hot Lava","위험!! : 뜨거운 용암 조심!",
"Map/World Grid/Objects/Jimbobby@0:0","my friend bobbyjim got stranded on the mountaintop... hope it's not too cold up there","내 친구 바비짐이 산 정상에 고립됐어요... 너무 춥지 않길 빌어요.",
"Map/World Grid/Objects/Jimbobby@1:0","woah good work","우와아, 잘했어요",
"Map/World Grid/West Side/Burt the Craftsman@0:0","Come on down to Burt's Crafts! Good goods, low prices!","버트의 공예품점에 어서 오게! 좋은 물건, 싼 가격이야!",
"Map/World Grid/West Side/Burt the Craftsman@0:1","Once I get my hands on stuff from the Crystal Loop over there, we're gonna have some CRAZY tech.","저기 크리스탈 루프에서 물건만 구하면, 우리가 엄청난 기술을 갖게 될 거야.",
"Map/World Grid/West Side/Burt the Craftsman@1:0","A bucket? Sure, I can give you one of those. Whatchya got to offer?","양동이? 물론, 하나 줄 수 있지. 뭘 줄 수 있나?",
"Map/World Grid/West Side/Burt the Craftsman@1:1","Nothing? Hmm... next time you better pay up.","없다고? 흠... 다음엔 꼭 지불해야 해.",
"Map/World Grid/West Side/Burt the Craftsman@10:0","An empty minecart? Are you for real?","빈 광산 수레? 진심인가?",
"Map/World Grid/West Side/Burt the Craftsman@10:1","Bring me some crystals from the Loop, then we can talk about the extraction tank.","루프에서 크리스탈 좀 가져오면, 그때 추출 탱크 얘기를 해보지.",
"Map/World Grid/West Side/Burt the Craftsman@11:0","Those crystals feel really hot and look really red...","그 크리스탈들 정말 뜨거워 보이고 빨갛게 보이는데...",
"Map/World Grid/West Side/Burt the Craftsman@11:1","Wait a second, those aren't crystals. It's a minecart of lava!","잠깐, 이건 크리스탈이 아니야. 용암 광산 수레잖아!",
"Map/World Grid/West Side/Burt the Craftsman@11:2","I'll keep working on the tank, but don't expect anything until you help get me some crystals from the Loop.","탱크 작업은 계속하겠지만, 루프에서 크리스탈 좀 가져와 줄 때까지 기대하진 마.",
"Map/World Grid/West Side/Burt the Craftsman@12:0","Hey, you actually brought me some crystals! ","어이, 정말 크리스탈을 가져왔구나!",
"Map/World Grid/West Side/Burt the Craftsman@12:1","Perfect timing, I just finished up that extraction tank.","마침 잘됐어, 방금 추출 탱크를 완성했거든.",
"Map/World Grid/West Side/Burt the Craftsman@12:2","Come back soon!","곧 다시 오게!",
"Map/World Grid/West Side/Burt the Craftsman@13:0","Come back soon!","곧 다시 오게!",
"Map/World Grid/West Side/Burt the Craftsman@14:0","The things I'm gonna do to these crystals...","이 크리스탈로 내가 할 일들은...",
"Map/World Grid/West Side/Burt the Craftsman@14:1","I got plans I cannot share.","말할 수 없는 계획이 있다네.",
"Map/World Grid/West Side/Burt the Craftsman@2:0","Come back again soon!","곧 다시 오게!",
"Map/World Grid/West Side/Burt the Craftsman@3:0","If you ever need anything else, just let me know. ","다른 거 필요하면 언제든 말하게나.",
"Map/World Grid/West Side/Burt the Craftsman@3:1","No more freebies, though.","공짜 이벤트는 이제 없어.",
"Map/World Grid/West Side/Burt the Craftsman@4:0","You need a minecart?","광산 수레가 필요한가?",
"Map/World Grid/West Side/Burt the Craftsman@4:1","Sorry bub i sold my last one yesterday.","미안하지만 어제 마지막 걸 팔았어.",
"Map/World Grid/West Side/Burt the Craftsman@4:2","Heard it got trapped behind that giant rock near the Crystal Loop. What a shame.","크리스탈 루프 근처 거대한 바위 뒤에 묻혔다고 들었어. 참 안됐지.",
"Map/World Grid/West Side/Burt the Craftsman@5:0","Sounds like you found the minecart after all.","결국 광산 수레를 찾은 모양이군.",
"Map/World Grid/West Side/Burt the Craftsman@6:0","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","이렇게 하지. 루프에서 크리스탈을 좀 가져오면 내가 추출 탱크를 만들어 주지. 어떤가?",
"Map/World Grid/West Side/Burt the Craftsman@7:0","An extraction tank? Sure, I can make you one of those. Whatchya got to offer?","추출 탱크? 물론, 만들어 줄 수 있지. 뭘 줄 수 있나?",
"Map/World Grid/West Side/Burt the Craftsman@7:1","Nothing? That won't do this time.","아무것도 없다고? 이번엔 그렇게는 안 돼.",
"Map/World Grid/West Side/Burt the Craftsman@7:2","You know I've been trying to get some crystals from the Loop, but I could never hash out the directions.","루프에서 크리스탈을 구하려고 노력했지만, 방법을 도저히 알아내지 못했어.",
"Map/World Grid/West Side/Burt the Craftsman@7:3","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","이렇게 하지. 루프에서 크리스탈을 좀 가져오면 내가 추출 탱크를 만들어 주지. 어떤가?",
"Map/World Grid/West Side/Burt the Craftsman@8:0","An extraction tank? Sure, I can make you one of those. Whatchya got to offer?","추출 탱크? 물론, 만들어 줄 수 있지. 뭘 줄 수 있나?",
"Map/World Grid/West Side/Burt the Craftsman@8:1","Nothing? That won't do this time.","아무것도 없다고? 이번엔 그렇게 안 돼.",
"Map/World Grid/West Side/Burt the Craftsman@8:2","You know I've been trying to get some crystals from the Loop, but I could never hash out the directions.","루프에서 크리스탈을 구하려고 노력했지만, 방법을 도저히 알아내지 못했어.",
"Map/World Grid/West Side/Burt the Craftsman@8:3","Tell you what. I'll make you an extraction tank if you get me some crystals from the Loop. Deal?","이렇게 하지. 루프에서 크리스탈을 좀 가져오면 내가 추출 탱크를 만들어 주지. 어떤가?",
"Map/World Grid/West Side/Burt the Craftsman@9:0","Hey pal, I'm almost done with that extraction tank.","이봐 친구, 추출 탱크 거의 다 만들었어.",
"Map/World Grid/West Side/Burt the Craftsman@9:1","You still need to pay up, though. In crystals.","하지만 여전히 대가를 치러야 해. 크리스탈로 말이야.",
"Map/World Grid/West Side/Burt the Craftsman@9:2","I know you can get them over here safe and sound.","여기로 크리스탈을 안전하게 가져올 수 있지?",
"Map/World Grid/West Side/Burt the Craftsman@9:3","How do you get the crystals here? Well, if I knew, I would have some.","크리스탈을 어떻게 여기로 가져오냐고? 글쎄, 내가 알면 이미 좀 있겠지.",
"Map/World Grid/West Side/Burt the Craftsman@9:4","That's why we trade. I'll finish up the extraction tank, you get me some crystals.","그래서 우리가 거래를 하는 거야. 내가 추출 탱크를 완성하면, 자네는 크리스탈을 좀 가져오고.",
