"Slider.v1.0.11","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/World Grid/BaseObjects/Romeo@4:1","I fear two shakes of the sea may be too much for this poor vessel.","바다가 두 번 흔들리면 이 가엾은 통이 견디기 힘들 것 같소.",
"Map/World Grid/BaseObjects/Romeo@5:0","Stop looking at that tablet, help me!","그 석판만 보지 마시고, 나를 도와주시오!",
"Map/World Grid/BaseObjects/Romeo@6:0","Juliet, give me a sign!","줄리엣, 내게 신호를 보내주시오!",
"Map/World Grid/BaseObjects/Romeo@6:1","This long distance relationship truly is devastating.","장거리 연애는 정말 가슴 아프군.",
"Ocean Hints@0","Press <Cycle Equip> to stow The Anchor.","<Cycle Equip>을 눌러 닻을 보관하세요.",
"OceanShopCanvas/ShopPanel/BottomPanel/Dialogue/BlackBG/Main Text","> Something went wrong!","> 뭔가 잘못되었습니다!",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGLeft/Main Text","What'll it be?","어떻게 될까요?",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Booty Button/Button Text","Booty","전리품",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Exit Button/Button Text","Exit","종료",
"OceanShopCanvas/ShopPanel/BottomPanel/Main/BlackBGRight/Talk Button/Button Text","Talk","이야기",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/A Budding Romance/Button Text","A Budding Romance","싹트는 로맨스",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Business/Button Text","Business","비즈니스",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Eruption/Button Text","Eruption","분화",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Magical Spells/Button Text","Magical Spells","마법 주문",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Shipwreck/Button Text","Shipwreck","난파선",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/Tangled Up/Button Text","Tangled Up","얽히고설킨",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/CoinToBeHad/The Veil/Button Text","The Veil","장막",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Coin to be Had/Button Text","Coin to be Had","동전",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Rumor Mill /Button Text","Rumor Mill","방앗간 소문",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/The World/Button Text","The World","세계",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Default Options/Who are You/Button Text","Who are You","당신은 누구세요",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Exit Menu Button/Button Text","Exit","출구\n",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Aliens/Button Text","Aliens","외계인",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Mushrooms/Button Text","Mushrooms","버섯",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/Swift Victory/Button Text","Swift Victory","신속한 승리",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/Rumor Mill/The Tavern/Button Text","The Tavern","선술집",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Canopy Town/Button Text","Canopy Town","캐노피 타운",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Space/Button Text","Space","우주",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/Stonybrook Village/Button Text","Stonybrook Village","스토니브룩 마을",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGLeft/The World/The Flats/Button Text","The Impact Zone","임팩트 존",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGRight/Credits Text","2 Credits","2 크레딧",
"OceanShopCanvas/ShopPanel/BottomPanel/Talk Options/BlackBGRight/Dialogue","Care to chat?","대화할까요?",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGRight/Dialogue Border/Dialogue","Free Slider","무료 슬라이더",
"OceanShopCanvas/ShopPanel/BottomPanel/Tavern Pass/BlackBGRight/Exit Button/Button Text","Exit","종료\n",
"OceanShopCanvas/ShopPanel/Collectible Acquired Effect/Background Mask/Item Acquired Text","Item Acquired!","아이템을 획득했다!",
"OceanShopCanvas/ShopPanel/Collectible Acquired Effect@Acquired:0","<item/> Acquired!","<item/> Acquired!",
"OceanShopCanvas/ShopPanel@ABuddingRomance:0","I don't like to gossip, but... that Romeo REALLY wants to get with Juliet. It's really been weighing him down. If you can be a solid wingman, maybe he can get his message across.","이봐, 내가 말하긴 그렇지만... 로미오가 줄리엣을 정말 좋아하는 것 같아. 그 때문에 많이 힘들어하더군. 자네가 좀 도와준다면 그의 메시지를 전할 수 있을 거야.",
"OceanShopCanvas/ShopPanel@ABuddingRomance:1","Beware of disturbing the seas though. Too much water can sink even the most heartfelt messages.","바다를 너무 휘저으면 안 돼. 물이 너무 많으면 가장 진심 어린 메시지도 가라앉을 수 있으니까.",
"OceanShopCanvas/ShopPanel@Aliens:0","Some shifty-looking fellows walked in a while ago. They pay well so I can't complain, but something seems different about them.","수상한 녀석들이 얼마 전에 들어왔었지. 돈은 잘 내서 불평할 순 없지만, 뭔가 다른 점이 있어 보이더군.",
"OceanShopCanvas/ShopPanel@Aliens:1","They looked in an awful hurry, carrying something with them too.","굉장히 서두르는 것 같았고, 뭔가를 들고 있기도 했어.",
"OceanShopCanvas/ShopPanel@Business:0","The Tavern Pass we're trying out is pretty neat, huh?","우리가 시도하고 있는 선술집 패스가 꽤 괜찮지, 안 그래?",
"OceanShopCanvas/ShopPanel@Business:1","Don't ask too much about the rewards. Oh, but for the final reward, I'll do anything you want!","보상에 대해 너무 많이 묻지는 마. 아, 하지만 최종 보상으로는 자네가 원하는 걸 뭐든 해줄 수 있어!",
"OceanShopCanvas/ShopPanel@Business:2","Looks like under your name we have registered that you want to go to the Jungle up north.","자네 이름으로 북쪽 정글에 가고 싶어한다고 등록되어 있더군.",
"OceanShopCanvas/ShopPanel@Business:3","Anyways, I can definitely help you on your way to Canopy Town if you finish our Tavern Pass.","어쨌든, 선술집 패스를 완료하면 캐노피 타운으로 가는 길을 도와줄 수 있어.",
"OceanShopCanvas/ShopPanel@Business:4","Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!","기억해: 문제가 생기면 밥의 선술집이 자네가 필요한 모든 해상 조언을 얻을 수 있는 곳이라고!",
"OceanShopCanvas/ShopPanel@Business:5","Remember: If you ever run into trouble, Bob's is the one-stop-shop for all the seafaring advice you'll ever need!","기억해: 문제가 생기면 밥의 선술집이 자네가 필요한 모든 해상 조언을 얻을 수 있는 곳이라고!",
"OceanShopCanvas/ShopPanel@CanopyTown:0","A treetop town in the jungle to the North. Used to be nice and quiet, perfect for a picnic.","북쪽 정글에 있는 나무 위의 마을이지. 예전엔 조용하고 좋았어, 소풍 가기에 딱이었지.",
"OceanShopCanvas/ShopPanel@CanopyTown:1","Some blowhard named Barron hurried into the place and started up all sorts of business and noise.","배런이라는 허풍쟁이가 그곳에 들어와서 온갖 사업과 소음을 일으키기 시작했어.",
"OceanShopCanvas/ShopPanel@DefaultMain:0","Welcome back sailor!","돌아온 걸 환영하네, 선원!",
"OceanShopCanvas/ShopPanel@DefaultMain:1","Welcome to the Wooden Wheel!","우든 휠에 오신 걸 환영하오!",
"OceanShopCanvas/ShopPanel@DefaultMain:2","Find anything interesting today?","오늘 흥미로운 걸 찾았나?",
"OceanShopCanvas/ShopPanel@DefaultMain:3","Looks like a good day to set sail!","항해하기 좋은 날씨군!",
"OceanShopCanvas/ShopPanel@DefaultMain:4","Buccaneer Bob, at your service.","해적 밥이라고 하네, 무엇을 도와드릴까?",
"OceanShopCanvas/ShopPanel@DefaultMain:5","What can I do for you today?","오늘은 무엇을 도와드릴까?",
"OceanShopCanvas/ShopPanel@DefaultMain:6","Ahoy there!","이보게!",
"OceanShopCanvas/ShopPanel@Eruption:0","Legends say the volcano only erupts when the rocks align, at least according to the old heads.","전설에 따르면 화산은 바위들이 정렬될 때만 분출한다고 해. 적어도 노인들 말씀이 그렇다네.",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:0","Well, we've got a new business model- Oh, what's that? Your cat, <var>Cat</var>? I wager that's what the boys saw floating eastward!","어, 우리에게 새로운 사업 모델이 생겼어- 아, 뭐라고? 자네 고양이, <var>Cat</var>? 우리 애들이 동쪽으로 떠내려가는걸 봤다던데 그게 그거였나보군!",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:1","You'd better keep yourself safe - military was deployed there. Even blocked off access from the Shifting Seas. If you really want to go, I reckon you ought to go around the long way, through Canopy Town and the Factory.","자네 안전에 더 신경 써야 해. 그쪽에 군대가 배치됐거든. 심지어 시프팅 해역에서의 접근도 막았어. 정말 가고 싶다면 멀리 돌아가야 할 거야, 캐노피 타운과 공장을 통해서 말이야.",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:2","But don't worry, I've got something perfect for you! Look pal, we're trying a new, ""Business"" model. Remember that tavern pass I mentioned?","하지만 걱정 마, 자네를 위한 완벽한 게 있어! 이봐, 우리가 새로운 ""사업"" 모델을 시도하고 있거든. 내가 말했던 선술집 패스 기억하나?",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:3","How it works is, YOU bring me treasures from around the sea, and I'LL give you some points. Get enough points and you'll get a reward! For the last reward, I can even help you reach your cat.","작동 방식은 이래, 자네가 바다 주변에서 보물을 가져오면 내가 포인트를 줄 거야. 포인트를 충분히 모으면 보상을 받게 되지! 마지막 보상으로는 자네 고양이에게 갈 수 있도록 도와줄 수도 있어.",
"OceanShopCanvas/ShopPanel@ExplainTavernPass:4","I'm calling it, ""Bob's Tavern Pass""! As my first subscriber, you get the first tier for free.","이걸 ""밥의 선술집 패스""라고 부르고 있어! 첫 구독자로서 자네는 첫 번째 등급을 무료로 받을 수 있어.",
"OceanShopCanvas/ShopPanel@FinalChallengeReminder:0","If you fix my island with that tablet of yours, I can help you cross over to Canopy Town.","자네 그 석판으로 내 섬을 고쳐주면 캐노피 타운으로 건너가는 걸 도와줄 수 있어.",
"OceanShopCanvas/ShopPanel@FinalChallengeReminder:1","I'll bust out the old axe and cut the trees above the tavern.","낡은 도끼를 꺼내서 선술집 뒤의 나무들을 잘라낼 거야.",
"OceanShopCanvas/ShopPanel@FirstTime:0","Ahoy matey! Welcome to Buccaneer Bob's. Here in the Shifting Seas, freedom is our creed. Just don't get lost -- the oceans are filled with treasure.","이보게 친구! 해적 밥의 선술집에 온 걸 환영하네. 여기 시프팅 해역에서는 자유가 우리의 신조지. 그저 길을 잃지 말게. 바다는 보물로 가득하니까.",
"OceanShopCanvas/ShopPanel@FirstTime:1","Now what are we looking for? Drinks, perhaps? Or are you interested in my all-new Tavern Pass?","자, 우리가 뭘 찾고 있지? 술 한잔 할까? 아니면 내 새로운 선술집 패스에 관심 있나?",
"OceanShopCanvas/ShopPanel@FirstTimeWithAnchor:0","What's that? You've already got an <#2e44f0>anchor</color>?! We've got a legend in the making, no doubt!","뭐라고? 자네 이미 <#2e44f0>닻</color>을 가지고 있다고?! 우리 여기 전설이 만들어지고 있는 게 틀림없군!",
"OceanShopCanvas/ShopPanel@MagicalSpells:0","Some funky fellow, Fezziwig, been messing around with some magicks. This whole world's gone a bit crazy recently, hasn't it?","페지위그라는 괴상한 녀석이 마법을 가지고 장난치고 있더군. 최근에 이 세상이 좀 미쳐가고 있지 않나, 안 그래?",
"OceanShopCanvas/ShopPanel@Mushrooms:0","Don't tell anyone, but I love slipping mushrooms into some of my drinks. Think of it as a secret ingredient of sorts.","아무한테도 말하지 말게, 하지만 난 내 술 몇 잔에 버섯을 슬쩍 넣는 걸 좋아해. 일종의 비밀 재료라고 생각하면 돼.",
"OceanShopCanvas/ShopPanel@NoAnchor:0","Hold on now, it seems you've got no coin in those pockets!","잠깐, 자네 주머니에 동전이 한 푼도 없는 것 같군!",
"OceanShopCanvas/ShopPanel@NoAnchor:1","And you don't have an <#2e44f0>anchor</color>? Every self-respecting pirate has an anchor!","그리고 <#2e44f0>닻</color>도 없어? 자존심 있는 해적이라면 누구나 닻을 가지고 있다고!",
"OceanShopCanvas/ShopPanel@NoAnchor:2","Quickly now, go find one. I don't want people seein' an anchorless schmuck in my tavern. Bring one back and I'll see what I can do for you.","어서 가서 하나 찾아오게. 내 선술집에 닻 없는 녀석이 있는 걸 사람들이 보는 건 싫으니까. 하나 가져오면 내가 뭘 해줄 수 있는지 말해주지.",
"OceanShopCanvas/ShopPanel@OceanComplete:0","...","...",
"OceanShopCanvas/ShopPanel@OceanComplete:1","Wish you could stay, but something tells me you have places to be.","자네가 더 머물 수 있으면 좋겠지만, 뭔가 갈 곳이 있는 것 같군.",
"OceanShopCanvas/ShopPanel@OceanComplete:10","Safe travels! And welcome to the Jungle.","안전한 여행되길! 그리고 정글에 온 걸 환영하네.",
"OceanShopCanvas/ShopPanel@OceanComplete:11","Bring me back a souvenir.","기념품 하나 가져다 주게.",
"OceanShopCanvas/ShopPanel@OceanComplete:2","> You watch as he leaves, with haste and his sharp axe.","> 당신은 그가 서둘러 날카로운 도끼를 들고 떠나는 걸 지켜본다.",
"OceanShopCanvas/ShopPanel@OceanComplete:3","> He takes large strides, his massive figure easily pushing the tavern doors open.","> 그는 큰 걸음을 내딛고, 그의 거대한 체구로 쉽게 선술집 문을 밀어 연다.",
"OceanShopCanvas/ShopPanel@OceanComplete:4","> You sneak a peak through the window.","> 당신은 창문을 통해 살짝 엿본다.",
"OceanShopCanvas/ShopPanel@OceanComplete:5","*CHOP, CHOP, CHOP*","* 쩍, 쩍, 쩍 *",
"OceanShopCanvas/ShopPanel@OceanComplete:6","> He cuts them down... so easily.","> 그는 나무들을 너무나 쉽게 잘라내는군...",
"OceanShopCanvas/ShopPanel@OceanComplete:7","> Of course, he'd wipe some sweat from his brow. But this was of no effort to a man like Bob.","> 물론 이마의 땀을 닦긴 하지만, 밥 같은 사람에겐 이 정도는 아무것도 아니야.",
"OceanShopCanvas/ShopPanel@OceanComplete:8","> He doesn't notice you watching through the window as he makes his way back in.","> 그는 창문을 통해 당신이 지켜보고 있다는 걸 눈치채지 못하고 돌아온다.",
"OceanShopCanvas/ShopPanel@OceanComplete:9","> Axe on shoulder, he pushes the doors open and hops over the bar counter.","> 그는 어깨에 도끼를 메고, 문을 밀어 열고 바 카운터를 뛰어넘는다.",
"OceanShopCanvas/ShopPanel@Shipwreck:0","Heard the Black Trident broke upon some rocks earlier today. Poor Catbeard. Might be worth searching the area.","아까 검은 삼지창가 바위에 부딪혔다더군. 불쌍한 캣비어드. 그 지역을 수색해볼 만할 거야.",
"OceanShopCanvas/ShopPanel@Space:0","You want to know how to get up amongst the stars?","별들 사이로 올라가는 방법을 알고 싶어?",
"OceanShopCanvas/ShopPanel@Space:1","Well, the folks at the Magic Research Institute have been working on a rocket, so it might be your lucky day. Here, I'll show you on your map.","음, 마법 연구소 사람들이 로켓을 만들고 있다더군. 자네 운이 좋은 날일지도 모르겠어. 여기, 지도에 표시해줄게.",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:0","Well... to be honest, never expected you to finish my battle pass. You really wanna find <var>Cat</var>?, eh?","솔직히 말해서... 자네가 내 배틀 패스를 완료할 줄은 몰랐어. 정말로 <var>Cat</var>을 찾고 싶은가 보지, 응?",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:1","Now that you've about explored the whole damn ocean, I reckon it's about time to put things in their rightful places.","이제 자네가 이 빌어먹을 바다를 거의 다 탐험했으니, 모든 걸 제자리에 돌려놓을 때가 된 것 같아.",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:2","If you fix my island with that tablet of yours, I can help you cross over to Canopy Town. Only need the tavern part and the two beaches.","자네 태블릿으로 내 섬을 고쳐주면, 캐노피 타운으로 건너가는 걸 도와줄 수 있어. 선술집 부분과 두 해변만 있으면 돼.",
"OceanShopCanvas/ShopPanel@StartFinalChallenge:3","I'll bust out the old axe and cut the trees north of the tavern.","낡은 도끼를 꺼내서 선술집 북쪽의 나무들을 잘라낼 거야.",
"OceanShopCanvas/ShopPanel@StonybrookVillage:0","My hometown! A quaint little village to the West.","내 고향이지! 서쪽에 있는 아담한 작은 마을이야.",
"OceanShopCanvas/ShopPanel@StonybrookVillage:1","Always used to play in this hidden cave behind the waterfall, made a lot of memories there. I should go back and visit sometime soon.","항상 폭포 뒤에 있는 숨겨진 동굴에서 놀곤 했지, 그곳에서 많은 추억을 만들었어. 곧 다시 가서 방문해봐야겠어.",
"OceanShopCanvas/ShopPanel@SwiftVictory:0","An old ship helmed by the good Captain Mako, anchored to the South. Used to run with his crew before I opened the tavern.","남쪽에 정박해 있는 마코 선장의 오래된 배지. 선술집을 열기 전에 그의 선원들과 함께 항해했었지.",
"OceanShopCanvas/ShopPanel@SwiftVictory:1","I don't mean to be rude but... he's a bit washed up now.","무례하게 들릴지 모르지만... 그는 이제 좀 늙었어.",
"OceanShopCanvas/ShopPanel@TangledUp:0","Pierre the fisherman has his buoys in a mess. Can't say this is the first time either.","피에르라는 어부가 부표를 엉망으로 만들어 놨어. 이번이 처음은 아니지.",
"OceanShopCanvas/ShopPanel@TavernPassRewards:0","Free Slider","Free Slider",
"OceanShopCanvas/ShopPanel@TavernPassRewards:1","All Sliders","All Sliders",
"OceanShopCanvas/ShopPanel@TavernPassRewards:2","Tavern Jukebox","Tavern Jukebox",
"OceanShopCanvas/ShopPanel@TavernPassRewards:3","Tavern Cat","Tavern Cat",
"OceanShopCanvas/ShopPanel@TavernPassRewards:4","Bob's Favor","Bob's Favor",
"OceanShopCanvas/ShopPanel@TheFlats:0","The plains to the east, now a hot-zone full of our nation's military.","동쪽의 평원은 이제 우리 나라 군대로 가득한 위험 지역이 됐어.",
"OceanShopCanvas/ShopPanel@TheFlats:1","I'm not sure what's happening, but word is it has to do with The Cataclysm.","무슨 일이 일어나고 있는지 모르겠지만, 대격변과 관련이 있다고 하더군.",
"OceanShopCanvas/ShopPanel@TheFlats:2","If your cat really is there, then you'll have to go the long way around. Head north to Canopy Town, then east to the Factory. Then you should have access the military zone.","자네 고양이가 정말 거기 있다면, 멀리 돌아가야 할 거야. 북쪽으로 캐노피 타운으로 가서, 그 다음 동쪽의 공장으로 가. 그러면 군사 지역에 접근할 수 있을 거야.",
"OceanShopCanvas/ShopPanel@TheImpactZone:0","Big, ancient crater that formed a desert to the north.","북쪽에 있는 크고 오래된 분화구가 사막을 형성했지.",
"OceanShopCanvas/ShopPanel@TheImpactZone:1","Some tell tall tales of strange happenings, things that can't be explained. I don't believe a word of it.","몇몇 사람들은 거기서 설명할 수 없는 이상한 일들이 일어난다는 이야기를 들려주지만, 난 한 마디도 믿지 않아.",
"OceanShopCanvas/ShopPanel@TheTavern:0","Business has taken a hit recently, with The Cataclysm and all that, but we're still afloat. Talk to some of the customers here, you might learn something!","대격변과 그런 일들 때문에 최근에 장사가 타격을 좀 받았지만, 우리는 아직 버티고 있어. 여기 있는 손님들과 얘기해보게. 뭔가 배울 수 있을 거야!",
"OceanShopCanvas/ShopPanel@TheVeil:0","There's a treacherous patch of foggy sea down south we call ""The Veil"". Who knows what the mist may be hiding.","남쪽에 ""장막""이라고 부르는 위험한 안개 낀 바다가 있지. 안개가 뭘 숨기고 있을지 누가 알겠나?",
"OceanShopCanvas/ShopPanel@TheVeil:1","Tales tell of a song of THREE pairs of verses needed to navigate it. Think it started with ""West, South,"", but I forgot the rest.","전설에 따르면 그곳을 항해하려면 세 쌍의 구절로 된 노래가 필요하다고 하더라.. ""서쪽, 남쪽""으로 시작했던 것 같은데, 나머지는 잊어버렸어.",
"OceanShopCanvas/ShopPanel@TheVeil:2","Maybe others know the rest of the song? Or it might be written down, eroded away in sand.","다른 사람들이 노래의 나머지를 알고 있을지도 모르지. 아니면 모래에 적어뒀다가 침식되어 사라졌을 수도 있고.",
"OceanShopCanvas/ShopPanel@TurnInAnchor:0","Aye, that's a solid tool there. In fact, that was awfully quick. Keep it up, and you might just make a name for yourself around here.","아, 그거 괜찮은 도구야. 사실, 꽤 빨리 구했더군. 계속 그렇게 하다 보면 이 근처에서 이름을 떨칠 수 있을 거야.",
"OceanShopCanvas/ShopPanel@TurnInGoldenFish:0","Catch of the day, eh? They say a golden fish brings good tidings.","오늘의 대어로군, 그렇지? 황금 물고기는 좋은 징조를 가져온다더군.",
"OceanShopCanvas/ShopPanel@TurnInMagicalGem:0","A magical gem! Heard them hard-hat types are mining for these babies in the mountains.","마법의 보석이군! 그 안전모 쓴 작업반 녀석들이 산에서 이런 걸 캐고 있다고 들었어.",
"OceanShopCanvas/ShopPanel@TurnInMultipleItems:0","A fine haul! You'd make a smashing pirate.","훌륭한 수확이야! 자네는 대단한 해적이 될 거야.",
"OceanShopCanvas/ShopPanel@TurnInMushroom:0","Never seen anything like this before. Maybe I should try it in a new cocktail...","이런 건 처음 보는군. 새 칵테일에 써봐야겠어...",
"OceanShopCanvas/ShopPanel@TurnInRock:0","Is this what I think it is? How'd you even get this? You, my friend, are something special.","이게 내가 생각하는 그건가? 어떻게 이걸 구한 거야? 자네, 친구, 정말 특별한 녀석이야.",
"OceanShopCanvas/ShopPanel@TurnInRose:0","You one of those hopeless romantic types? I appreciate the sentiment.","자네 절망적인 로맨티스트 타입인가? 그 마음은 고맙네.",
"OceanShopCanvas/ShopPanel@TurnInTreasureChest:0","A treasure chest? The One Piece is Real!","보물 상자라고? 원피스는 진짜였어!",
"OceanShopCanvas/ShopPanel@Visiting:0","Visiting are you? Enjoy your stay!","방문한 거야? 즐거운 시간 보내게!",
"OceanShopCanvas/ShopPanel@WhoAreYou:0","Grew up in Stonybrook Village, lived the quiet life but I always wanted more. Joined a pirate crew young, eventually retired and took up business here.","스토니브룩 마을에서 자랐지. 조용한 삶을 살았지만 항상 더 많은 걸 원했어. 어릴 때 해적단에 들어갔다가 결국 은퇴하고 여기서 사업을 시작했지.",
"OceanShopCanvas/ShopPanel@WhoAreYou:1","I wanted to stay close to the sea and my people. Can't say I'm not lucky to have lived the life I have.","바다와 내 사람들 가까이에 머물고 싶었거든. 내가 살아온 인생이 운이 좋았다고 말하지 않을 수 없어.",
