"Slider.v1.0.13","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@8:0","Autumn! Thank you for returning her!","Autumn! Thank you for returning her!",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/Cathy@9:0","Tofu! Thank you for returning him!","Tofu! Thank you for returning him!",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/CatTrick/Canvas/Dialogue","0/3","0/3",
"Map/Village 8Puzzle/STile (9)/All Tile Maps/House Tile Maps/Decorations/Small House/CatTrick/Canvas/Dialogue BG Font","0/3","0/3",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@0:0","Thanks for everything, partner. Please, take a map from my house.","Thanks for everything, partner. Please, take a map from my house.",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@1:0","Heard the fishermen east and archeologist up north are still lookin' for help.","Heard the fishermen east and archeologist up north are still lookin' for help.",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@2:0","Licensed, eh? Be careful with that thing.","Licensed, eh? Be careful with that thing.",
"Map/Village 8Puzzle/STile (9)/Objects/Mike@3:0","You've done a good thing, partner.","You've done a good thing, partner.",
"Map/World Grid/Beach/Dock Sign@0:0","Boating license required.","Boating license required.",
"Map/World Grid/Intro Pan Dolly/DollyCanvas/Skip Prompt/Skip Prompt Text","Skip","Skip",
"Map/World Grid/Intro Pan Dolly@Default:0","Skip","Skip",
"Map/World Grid/Objects/Alien Log Sign@0:0","Operation Log 4: Objective Success.","Operation Log 4: Objective Success.",
"Map/World Grid/Objects/Alien Log Sign@0:1","We have captured the specimen and are returning to main base beyond the Ocean.","We have captured the specimen and are returning to main base beyond the Ocean.",
"Map/World Grid/Objects/Face Rocks Sign@0:0","Stonybrook Village's tourist hot spot: 
""The Face Rocks""","Stonybrook Village's tourist hot spot: 
""The Face Rocks""",
"Map/World Grid/Objects/Sam@0:0","I need to get to the waterfall, it’s mating season!","I need to get to the waterfall, it’s mating season!",
"Map/World Grid/Objects/Sam@1:0","I need to get to the waterfall, it’s mating season!","I need to get to the waterfall, it’s mating season!",
"Map/World Grid/Objects/Sam@1:1","But... it's so far... I can't wait to get going.","But... it's so far... I can't wait to get going.",
"Map/World Grid/Objects/Sam@2:0","It's so close! I can't swim on land, though.","It's so close! I can't swim on land, though.",
"Map/World Grid/Objects/Sam@2:1","If I could swim up the river I could make it.","If I could swim up the river I could make it.",
"Map/World Grid/Objects/Sam@3:0","No time to lose, gotta blast!","No time to lose, gotta blast!",
"Map/World Grid/Objects/Sam@4:0","The wife thanks you as well, by the way.","The wife thanks you as well, by the way.",
"Map/World Grid/OffMap/Fezziwig@0:0","...","...",
"Map/World Grid/OffMap/Fezziwig@1:0","The Archeologist is missing, huh.","The Archeologist is missing, huh.",
"Map/World Grid/OffMap/Fezziwig@1:1","I guess I'll have to do her job.","I guess I'll have to do her job.",
"Map/World Grid/OffMap/Fezziwig@2:0","The ruins... you got a connection!","The ruins... you got a connection!",
"Map/World Grid/OffMap/Fezziwig@3:0","Woah! The diviner still works.","Woah! The diviner still works.",
"Map/World Grid/OffMap/Fezziwig@4:0","Now... Just find the final part to this spell.","Now... Just find the final part to this spell.",
"Map/World Grid/OffMap/Fezziwig@5:0","Great! Now let me cast it...","Great! Now let me cast it...",
"Map/World Grid/OffMap/Fezziwig@5:1","Fuwaaaaaaaaaa!","Fuwaaaaaaaaaa!",
"Map/World Grid/OffMap/Fezziwig@5:2","There! Now use The Artifact to reconnect the village.","There! Now use The Artifact to reconnect the village.",
"Map/World Grid/OffMap/Fezziwig@6:0","There! Now use The Artifact to <wavy>reconnect the village.</wavy>","There! Now use The Artifact to <wavy>reconnect the village.</wavy>",
"Map/World Grid/OffMap/Fezziwig@7:0","Great! I'll be heading out now, take care.","Great! I'll be heading out now, take care.",
"Map/World Grid/OffMap/Fezziwig@7:1","...","...",
"Map/World Grid/OffMap/Fezziwig@8:0","...","...",
"Map/World Grid/OffMap/Fezziwig@9:0","...","...",
"Village Hints@0","Use <U>/<L>/<D>/<R> to move","Use <U>/<L>/<D>/<R> to move",
"Village Hints@1","Press <Action> to interact","Press <Action> to interact",
"Village Hints@2","Press <Tab> to open the Artifact","Press <Tab> to open the Artifact",
"Village Hints@3","Use the mouse to move sliders","Use the mouse to move sliders",
"Village Hints@4","Press <Action> for more dialogue from some NPCs","Press <Action> for more dialogue from some NPCs",
"Village Hints@5","Press <Action> to pick up items","Press <Action> to pick up items",
